trip_id,route_id,stop_id,arrival_delay,departure_delay,timestamp,prev_arrival_delay,delay_diff,delay_spike_flag,vehicle_label,latitude,longitude,speed_kmph,current_stop_sequence,start_datetime,direction_id,schedule_relationship,is_stationary,is_stationary_rolling_sum,stuck_flag,route_deviation_flag,prev_stop_sequence,stop_skipped_flag
301729526,133932,3237094,329.0,338.0,2025-07-22 20:17:00,237.0,92.0,0,8506.0,51.62028884887695,5.066203594207764,14.440976646844128,51.0,2025-07-22 20:17:00,0.0,0.0,0.0,0.0,0.0,1.0,37.0,1
301692412,127920,3084414,-1.0,3.0,2025-07-22 20:17:00,-19.0,18.0,0,9018.0,51.24611282348633,5.891586780548096,0.0,38.0,2025-07-22 20:17:00,0.0,0.0,1.0,1.0,0.0,0.0,38.0,0
301665525,131932,3175430,-55.0,36.0,2025-07-22 20:17:00,-61.0,6.0,0,9059.0,50.86009216308594,6.007829189300537,0.0,39.0,2025-07-22 20:17:00,1.0,0.0,1.0,1.0,0.0,1.0,39.0,0
301665525,131932,3175430,-55.0,36.0,2025-07-22 20:17:00,-61.0,6.0,0,9059.0,50.86009216308594,6.007829189300537,0.0,39.0,2025-07-22 20:17:00,1.0,0.0,1.0,1.0,0.0,1.0,39.0,0
299182737,130996,2701838,-18.0,-6.0,2025-07-22 20:18:00,1.0,-19.0,0,4163.0,52.11832046508789,5.18078088760376,0.0,31.0,2025-07-22 20:18:00,0.0,0.0,1.0,1.0,0.0,1.0,31.0,0
300017003,104216,2693925,24.0,24.0,2025-07-22 20:18:00,-52.0,76.0,0,1013.0,51.95745086669922,5.576852798461914,37.19661469600953,48.0,2025-07-22 20:18:00,1.0,0.0,0.0,0.0,0.0,1.0,48.0,0
301321553,122479,2750122,102.0,102.0,2025-07-22 20:18:00,123.0,-21.0,0,1193.0,51.83625411987305,4.094228267669678,0.0,22.0,2025-07-22 20:18:00,0.0,0.0,1.0,1.0,0.0,0.0,22.0,0
301321553,122479,3201877,39.0,60.0,2025-07-22 20:18:00,35.0,4.0,0,1193.0,51.85840606689453,4.296604633331299,35.197483090119626,32.0,2025-07-22 20:18:00,0.0,0.0,0.0,0.0,0.0,1.0,22.0,1
301321553,122479,3201877,39.0,60.0,2025-07-22 20:18:00,35.0,4.0,0,1193.0,51.85840606689453,4.296604633331299,35.197483090119626,32.0,2025-07-22 20:18:00,0.0,0.0,0.0,0.0,0.0,1.0,32.0,0
301315871,123023,2745830,-79.0,-79.0,2025-07-22 20:18:00,-63.0,-16.0,0,9792.0,52.27425384521485,4.62712287902832,0.0,43.0,2025-07-22 20:18:00,1.0,0.0,1.0,1.0,0.0,0.0,43.0,0
301321553,122479,2750122,102.0,102.0,2025-07-22 20:18:00,123.0,-21.0,0,1193.0,51.83625411987305,4.094228267669678,0.0,22.0,2025-07-22 20:18:00,0.0,0.0,1.0,1.0,0.0,0.0,32.0,0
299157557,130903,3194707,-30.0,-30.0,2025-07-22 20:18:00,-56.0,26.0,0,1431.0,53.25831985473633,5.896036624908447,0.0,28.0,2025-07-22 20:18:00,0.0,0.0,1.0,1.0,0.0,0.0,28.0,0
299157557,130903,3194707,-30.0,-30.0,2025-07-22 20:18:00,-56.0,26.0,0,1431.0,53.25831985473633,5.896036624908447,0.0,28.0,2025-07-22 20:18:00,0.0,0.0,1.0,1.0,0.0,0.0,28.0,0
299182328,130995,2701989,-111.0,-111.0,2025-07-22 20:18:00,-75.0,-36.0,0,4023.0,52.08135986328125,5.237977981567383,22.068246453592263,57.0,2025-07-22 20:18:00,0.0,0.0,0.0,0.0,0.0,1.0,57.0,0
301711681,134011,3225718,47.0,47.0,2025-07-22 20:19:00,-104.0,151.0,1,7257.0,51.58456802368164,4.769946575164795,0.0,21.0,2025-07-22 20:19:00,1.0,0.0,1.0,1.0,0.0,1.0,33.0,0
301711681,134011,3226163,114.0,114.0,2025-07-22 20:19:00,129.0,-15.0,0,7257.0,51.57575607299805,4.608537197113037,27.893463635871928,33.0,2025-07-22 20:19:00,1.0,0.0,0.0,0.0,0.0,0.0,21.0,1
301711681,134011,3225718,47.0,47.0,2025-07-22 20:19:00,-104.0,151.0,1,7257.0,51.58456802368164,4.769946575164795,0.0,21.0,2025-07-22 20:19:00,1.0,0.0,1.0,1.0,0.0,1.0,33.0,0
301711681,134011,3226188,107.0,107.0,2025-07-22 20:19:00,97.0,10.0,0,7257.0,51.58997344970703,4.519774913787842,31.53593186443698,41.0,2025-07-22 20:19:00,1.0,0.0,0.0,0.0,0.0,1.0,21.0,1
301711681,134011,3225718,47.0,47.0,2025-07-22 20:19:00,-104.0,151.0,1,7257.0,51.58456802368164,4.769946575164795,0.0,21.0,2025-07-22 20:19:00,1.0,0.0,1.0,1.0,0.0,1.0,41.0,0
301711681,134011,3226188,107.0,107.0,2025-07-22 20:19:00,97.0,10.0,0,7257.0,51.58997344970703,4.519774913787842,31.53593186443698,41.0,2025-07-22 20:19:00,1.0,0.0,0.0,0.0,0.0,1.0,21.0,1
301711681,134011,3226163,114.0,114.0,2025-07-22 20:19:00,129.0,-15.0,0,7257.0,51.57575607299805,4.608537197113037,27.893463635871928,33.0,2025-07-22 20:19:00,1.0,0.0,0.0,0.0,0.0,0.0,41.0,0
301711681,134011,3225718,47.0,47.0,2025-07-22 20:19:00,-104.0,151.0,1,7257.0,51.58456802368164,4.769946575164795,0.0,21.0,2025-07-22 20:19:00,1.0,0.0,1.0,1.0,0.0,1.0,33.0,0
299160470,130937,3195788,86.0,86.0,2025-07-22 20:19:00,139.0,-53.0,0,1686.0,52.70966339111328,4.821357727050781,60.193148708403214,36.0,2025-07-22 20:19:00,1.0,0.0,0.0,0.0,0.0,0.0,36.0,0
299160470,130937,3195788,146.0,146.0,2025-07-22 20:19:00,184.0,-38.0,0,1686.0,52.70966339111328,4.821357727050781,60.193148708403214,36.0,2025-07-22 20:19:00,1.0,0.0,0.0,0.0,0.0,0.0,36.0,0
296588255,129968,3140970,-100.0,-76.0,2025-07-22 20:19:00,-78.0,-22.0,0,2119.0,51.93214797973633,4.375357627868652,0.0,34.0,2025-07-22 20:19:00,0.0,0.0,1.0,1.0,0.0,0.0,34.0,0
299159916,130934,3195451,-101.0,20.0,2025-07-22 20:19:00,-12.0,-89.0,0,1652.0,52.765567779541016,5.763065338134766,48.7697272858865,32.0,2025-07-22 20:19:00,1.0,0.0,0.0,0.0,0.0,0.0,32.0,0
299159916,130934,3195451,-30.0,0.0,2025-07-22 20:19:00,-12.0,-18.0,0,1652.0,52.765567779541016,5.763065338134766,48.7697272858865,32.0,2025-07-22 20:19:00,1.0,0.0,0.0,0.0,0.0,0.0,32.0,0
300389576,127491,3181007,0.0,22.0,2025-07-22 20:19:50,43.0,-43.0,0,3114.0,52.00239944458008,4.354024410247803,0.0,30.0,2025-07-22 20:19:50,1.0,0.0,1.0,1.0,0.0,0.0,30.0,0
299237665,127672,3191318,93.0,93.0,2025-07-22 20:20:00,103.0,-10.0,0,2164.0,52.40529251098633,6.051969528198242,0.0,29.0,2025-07-22 20:20:00,1.0,0.0,1.0,1.0,0.0,1.0,29.0,0
299234559,127672,3191617,-35.0,-35.0,2025-07-22 20:20:00,-26.0,-9.0,0,2706.0,52.30079650878906,5.978640079498291,0.0,29.0,2025-07-22 20:20:00,0.0,0.0,1.0,1.0,0.0,0.0,29.0,0
300397220,104329,2515991,-7.0,19.0,2025-07-22 20:20:00,-7.0,0.0,0,1525.0,52.04184341430664,4.297445774078369,0.0,36.0,2025-07-22 20:20:00,1.0,0.0,1.0,1.0,0.0,0.0,36.0,0
300397220,104329,2515991,-7.0,19.0,2025-07-22 20:20:00,-7.0,0.0,0,1525.0,52.04184341430664,4.297445774078369,0.0,36.0,2025-07-22 20:20:00,1.0,0.0,1.0,1.0,0.0,0.0,36.0,0
299237311,127668,3190302,14.0,14.0,2025-07-22 20:20:00,-45.0,59.0,0,2055.0,52.6829948425293,5.953597068786621,0.0,30.0,2025-07-22 20:20:00,0.0,0.0,1.0,1.0,0.0,0.0,30.0,0
299237665,127672,3191318,93.0,93.0,2025-07-22 20:20:00,103.0,-10.0,0,2164.0,52.40529251098633,6.051969528198242,0.0,29.0,2025-07-22 20:20:00,1.0,0.0,1.0,1.0,0.0,1.0,29.0,0
299237311,127668,3190302,14.0,14.0,2025-07-22 20:20:00,-45.0,59.0,0,2055.0,52.6829948425293,5.953597068786621,0.0,30.0,2025-07-22 20:20:00,0.0,0.0,1.0,1.0,0.0,0.0,30.0,0
301685176,134080,3233900,40.0,40.0,2025-07-22 20:20:00,48.0,-8.0,0,4966.0,52.29293441772461,6.933396339416504,0.0,47.0,2025-07-22 20:20:00,0.0,0.0,1.0,1.0,0.0,1.0,47.0,0
299234495,127671,3190098,134.0,134.0,2025-07-22 20:20:00,150.0,-16.0,0,2724.0,52.5984992980957,6.42053747177124,0.0,43.0,2025-07-22 20:20:00,0.0,0.0,1.0,1.0,0.0,0.0,43.0,0
301711235,134005,3226869,4.0,11.0,2025-07-22 20:20:00,-6.0,10.0,0,7273.0,51.64045715332031,4.859490871429443,0.0,23.0,2025-07-22 20:20:00,0.0,0.0,1.0,1.0,0.0,0.0,33.0,0
