trip_id,start_time,start_date,schedule_relationship,route_id,direction_id,latitude,longitude,current_stop_sequence,current_status,timestamp,stop_id,vehicle_label,speed_kmph
297474293,20:34:00,2025-06-22,0,127925,1.0,51.29520797729492,6.0571088790893555,19.0,2,2025-06-22 18:58:38,3084563,9003,0.011107415818415827
297474293,20:34:00,2025-06-22,0,127925,1.0,51.2324104309082,5.9596171379089355,31.0,1,2025-06-22 19:14:16,,9003,0.010378616084898911
297473881,22:06:00,2025-06-22,0,127915,0.0,51.19321060180664,5.993618965148926,1.0,1,2025-06-22 19:30:30,,9003,0.0050931506361533
297473881,22:06:00,2025-06-22,0,127915,0.0,51.19321060180664,5.993618965148926,1.0,1,2025-06-22 19:44:55,,9003,0.0
297473881,22:06:00,2025-06-22,0,127915,0.0,51.19321060180664,5.993618965148926,1.0,1,2025-06-22 19:59:15,,9003,0.0
297474598,20:06:00,2025-06-22,0,127934,1.0,51.44880294799805,6.057323932647705,29.0,2,2025-06-22 18:44:15,3085131,9004,0.0
297474598,20:06:00,2025-06-22,0,127934,1.0,51.44880294799805,6.057323932647705,29.0,2,2025-06-22 18:44:15,3085131,9004,0.0
297474598,20:06:00,2025-06-22,0,127934,1.0,51.520755767822266,5.977797985076904,38.0,2,2025-06-22 18:59:05,3085325,9004,0.010913124843866666
297474386,21:18:00,2025-06-22,0,127928,1.0,51.52642822265625,6.014084815979004,1.0,1,2025-06-22 19:13:35,,9004,0.002975308352735475
297474386,21:18:00,2025-06-22,0,127928,1.0,51.51194763183594,5.9505720138549805,10.0,2,2025-06-22 19:30:40,3085308,9004,0.004566086746523142
297474389,22:10:00,2025-06-22,0,127928,0.0,51.45649337768555,5.787300109863281,1.0,1,2025-06-22 19:45:09,,9004,0.014819245935951027
297474389,22:10:00,2025-06-22,0,127928,0.0,51.45649337768555,5.787300109863281,1.0,1,2025-06-22 19:58:30,,9004,0.0
297474179,20:01:00,2025-06-22,0,127921,0.0,51.20730209350586,5.9470109939575195,34.0,2,2025-06-22 18:44:13,3084337,9007,0.0
297474179,20:01:00,2025-06-22,0,127921,0.0,51.20730209350586,5.9470109939575195,34.0,2,2025-06-22 18:44:13,3084337,9007,0.0
297473801,21:05:00,2025-06-22,0,127913,1.0,51.19329833984375,5.993863105773926,1.0,1,2025-06-22 18:58:35,,9007,0.004195800139783972
297473801,21:05:00,2025-06-22,0,127913,1.0,51.17985534667969,6.016682147979736,8.0,2,2025-06-22 19:13:35,3084230,9007,0.0024251100550829402
297473801,21:05:00,2025-06-22,0,127913,1.0,51.13096618652344,6.073314189910889,23.0,1,2025-06-22 19:31:05,,9007,0.006399584107268267
297473801,21:05:00,2025-06-22,0,127913,1.0,51.159324645996094,6.00803804397583,32.0,1,2025-06-22 19:44:40,,9007,0.006796063402365966
297474185,22:06:00,2025-06-22,0,127921,1.0,51.1932258605957,5.993690013885498,1.0,1,2025-06-22 19:59:05,,9007,0.004508771754208477
297473799,20:05:00,2025-06-22,0,127913,1.0,51.157196044921875,6.007680416107178,30.0,2,2025-06-22 18:44:17,3084479,9009,0.0
297473799,20:05:00,2025-06-22,0,127913,1.0,51.157196044921875,6.007680416107178,30.0,2,2025-06-22 18:44:17,3084479,9009,0.0
297473878,21:06:00,2025-06-22,0,127915,0.0,51.19321060180664,5.993618965148926,1.0,1,2025-06-22 18:59:12,,9009,0.004606560192376508
297473878,21:06:00,2025-06-22,0,127915,0.0,51.20343780517578,6.0107808113098145,9.0,2,2025-06-22 19:14:13,3084294,9009,0.0018315319365057553
297473878,21:06:00,2025-06-22,0,127915,0.0,51.26664733886719,6.038451194763184,20.0,2,2025-06-22 19:31:11,3084450,9009,0.007158961864100648
297473878,21:06:00,2025-06-22,0,127915,0.0,51.28329849243164,6.078636169433594,28.0,1,2025-06-22 19:45:02,,9009,0.004034801334900253
297473878,21:06:00,2025-06-22,0,127915,0.0,51.32144546508789,6.127027988433838,38.0,2,2025-06-22 19:58:53,3085035,9009,0.00651493449526795
297474384,20:18:00,2025-06-22,0,127928,1.0,51.461551666259766,5.795863151550293,20.0,2,2025-06-22 18:44:00,3082495,9010,0.0
297474384,20:18:00,2025-06-22,0,127928,1.0,51.461551666259766,5.795863151550293,20.0,2,2025-06-22 18:44:00,3082495,9010,0.0
297474387,21:10:00,2025-06-22,0,127928,0.0,51.45649337768555,5.787300109863281,1.0,1,2025-06-22 18:58:28,,9010,0.0009418360096613148
297474387,21:10:00,2025-06-22,0,127928,0.0,51.463069915771484,5.798827171325684,3.0,2,2025-06-22 19:14:20,3082496,9010,0.0011374417167059265
297474387,21:10:00,2025-06-22,0,127928,0.0,51.5279426574707,5.976868152618408,16.0,1,2025-06-22 19:31:04,,9010,0.014224145729751747
297474605,21:48:00,2025-06-22,0,127934,0.0,51.52642822265625,6.014084815979004,1.0,1,2025-06-22 19:44:54,,9010,0.003108581653530475
297474605,21:48:00,2025-06-22,0,127934,0.0,51.52037048339844,5.978023052215576,9.0,1,2025-06-22 19:59:16,,9010,0.0029979858181030422
297473870,19:41:00,2025-06-22,0,127915,1.0,51.20347213745117,6.011096954345703,42.0,2,2025-06-22 18:44:10,3084293,9011,0.0
297473870,19:41:00,2025-06-22,0,127915,1.0,51.20347213745117,6.011096954345703,42.0,2,2025-06-22 18:44:10,3084293,9011,0.0
297474181,21:06:00,2025-06-22,0,127921,1.0,51.1932258605957,5.993690013885498,1.0,1,2025-06-22 18:58:45,,9011,0.0019018032756405003
297474181,21:06:00,2025-06-22,0,127921,1.0,51.2087516784668,5.937440872192383,8.0,2,2025-06-22 19:13:48,3084325,9011,0.00474251111664483
297474181,21:06:00,2025-06-22,0,127921,1.0,51.16890335083008,5.827898979187012,24.0,2,2025-06-22 19:30:52,3084524,9011,0.008620030590527584
297474181,21:06:00,2025-06-22,0,127921,1.0,51.229793548583984,5.772005081176758,34.0,2,2025-06-22 19:45:10,3084663,9011,0.009103540868671989
297474187,22:01:00,2025-06-22,0,127921,0.0,51.24910354614258,5.705996036529541,1.0,1,2025-06-22 19:59:15,,9011,0.0060025507813223
297474125,21:06:00,2025-06-22,0,127920,1.0,51.19321823120117,5.993533134460449,1.0,1,2025-06-22 18:44:01,,9012,0.0
297474125,21:06:00,2025-06-22,0,127920,1.0,51.19321823120117,5.993533134460449,1.0,1,2025-06-22 18:44:01,,9012,0.0
297474125,21:06:00,2025-06-22,0,127920,1.0,51.19321823120117,5.993533134460449,1.0,1,2025-06-22 18:59:01,,9012,0.0
297474125,21:06:00,2025-06-22,0,127920,1.0,51.20999526977539,5.91342830657959,4.0,2,2025-06-22 19:14:09,3084256,9012,0.006480899919021089
297474125,21:06:00,2025-06-22,0,127920,1.0,51.270328521728516,5.929583549499512,20.0,2,2025-06-22 19:30:49,3084437,9012,0.006802373404275875
297474125,21:06:00,2025-06-22,0,127920,1.0,51.330780029296875,5.973433017730713,32.0,2,2025-06-22 19:44:37,3085178,9012,0.00891413383856821
297474125,21:06:00,2025-06-22,0,127920,1.0,51.36443328857422,6.1199421882629395,45.0,2,2025-06-22 19:58:40,3084946,9012,0.012860734612067094
297474534,20:52:00,2025-06-22,0,127930,1.0,51.84381103515625,5.853689193725586,1.0,1,2025-06-22 18:43:47,,9020,0.0
297474534,20:52:00,2025-06-22,0,127930,1.0,51.84381103515625,5.853689193725586,1.0,1,2025-06-22 18:43:47,,9020,0.0
297474534,20:52:00,2025-06-22,0,127930,1.0,51.823368072509766,5.857394218444824,5.0,2,2025-06-22 18:59:05,3080172,9020,0.0024916867443749388
297474534,20:52:00,2025-06-22,0,127930,1.0,51.750789642333984,5.881996154785156,19.0,2,2025-06-22 19:14:05,3080213,9020,0.009162076890676761
297474534,20:52:00,2025-06-22,0,127930,1.0,51.69429397583008,5.974061012268066,33.0,1,2025-06-22 19:31:08,,9020,0.008725679845180122
297474534,20:52:00,2025-06-22,0,127930,1.0,51.63066482543945,6.015209197998047,45.0,2,2025-06-22 19:45:04,3080508,9020,0.0091187361422754
297474534,20:52:00,2025-06-22,0,127930,1.0,51.53525924682617,6.125708103179932,58.0,1,2025-06-22 19:59:13,,9020,0.015394997738349795
297474295,20:36:00,2025-06-22,0,127925,0.0,51.208251953125,5.94427490234375,7.0,2,2025-06-22 18:44:19,3084335,9025,0.0
297474295,20:36:00,2025-06-22,0,127925,0.0,51.208251953125,5.94427490234375,7.0,2,2025-06-22 18:44:19,3084335,9025,0.0
297474295,20:36:00,2025-06-22,0,127925,0.0,51.28179168701172,6.026310920715332,18.0,1,2025-06-22 18:59:17,,9025,0.011106584213703212
297474295,20:36:00,2025-06-22,0,127925,0.0,51.34262466430664,6.103976249694824,28.0,2,2025-06-22 19:14:13,3085089,9025,0.009658774748407125
297474297,21:34:00,2025-06-22,0,127925,1.0,51.36487579345703,6.172331809997559,1.0,1,2025-06-22 19:31:03,,9025,0.00529991133939307
297474297,21:34:00,2025-06-22,0,127925,1.0,51.359134674072266,6.135778903961182,9.0,2,2025-06-22 19:45:14,3084966,9025,0.0030751185307066344
297474297,21:34:00,2025-06-22,0,127925,1.0,51.29019546508789,6.047587871551514,21.0,2,2025-06-22 19:59:01,3084553,9025,0.01186710188731616
297474123,20:17:00,2025-06-22,0,127920,0.0,51.333614349365234,5.97476053237915,19.0,2,2025-06-22 18:43:43,3085172,9031,0.0
297474123,20:17:00,2025-06-22,0,127920,0.0,51.333614349365234,5.97476053237915,19.0,2,2025-06-22 18:43:43,3085172,9031,0.0
297474123,20:17:00,2025-06-22,0,127920,0.0,51.281837463378906,5.943981647491455,29.0,2,2025-06-22 18:59:13,3084551,9031,0.0066043216919240335
297474123,20:17:00,2025-06-22,0,127920,0.0,51.216270446777344,5.895465850830078,44.0,2,2025-06-22 19:14:06,3084406,9031,0.008997477956284597
297474299,21:36:00,2025-06-22,0,127925,0.0,51.19321060180664,5.993618965148926,1.0,1,2025-06-22 19:31:08,,9031,0.007145870344313987
297474299,21:36:00,2025-06-22,0,127925,0.0,51.2130241394043,5.9422149658203125,8.0,1,2025-06-22 19:44:33,,9031,0.005223300030771906
297474299,21:36:00,2025-06-22,0,127925,0.0,51.28201675415039,6.022902965545654,17.0,2,2025-06-22 19:59:20,3084566,9031,0.010718873621976694
297474121,20:06:00,2025-06-22,0,127920,1.0,51.33403778076172,5.976344585418701,32.0,2,2025-06-22 18:43:54,3085178,9033,0.0
297474121,20:06:00,2025-06-22,0,127920,1.0,51.33403778076172,5.976344585418701,32.0,2,2025-06-22 18:43:54,3085178,9033,0.0
297474121,20:06:00,2025-06-22,0,127920,1.0,51.36151885986328,6.131726264953613,45.0,2,2025-06-22 18:58:39,3084946,9033,0.01267320932271099
297474127,21:17:00,2025-06-22,0,127920,0.0,51.36491012573242,6.172404766082764,1.0,1,2025-06-22 19:13:44,,9033,0.0031483926406432956
297474127,21:17:00,2025-06-22,0,127920,0.0,51.363990783691406,6.082212924957275,11.0,2,2025-06-22 19:30:34,3085030,9033,0.006200509938454503
297474127,21:17:00,2025-06-22,0,127920,0.0,51.32682800292969,5.9749603271484375,21.0,2,2025-06-22 19:45:19,3085169,9033,0.009625581638523806
297474127,21:17:00,2025-06-22,0,127920,0.0,51.269832611083984,5.929635047912598,31.0,2,2025-06-22 19:59:04,3084434,9033,0.008579214099819855
297448254,20:30:00,2025-06-22,0,127987,1.0,50.92747116088867,5.940788745880127,12.0,2,2025-06-22 18:44:19,3082836,9039,0.0
297448254,20:30:00,2025-06-22,0,127987,1.0,50.92747116088867,5.940788745880127,12.0,2,2025-06-22 18:44:19,3082836,9039,0.0
297448254,20:30:00,2025-06-22,0,127987,1.0,50.98195266723633,5.868690013885498,24.0,2,2025-06-22 18:58:59,3083969,9039,0.00896250117094738
297448210,21:23:00,2025-06-22,0,127987,0.0,51.000457763671875,5.858654975891113,1.0,1,2025-06-22 19:14:04,,9039,0.0024024793989334955
297448210,21:23:00,2025-06-22,0,127987,0.0,50.972530364990234,5.888423919677734,10.0,1,2025-06-22 19:30:55,,9039,0.003699028330492289
297448210,21:23:00,2025-06-22,0,127987,0.0,50.92914581298828,5.938590049743652,19.0,1,2025-06-22 19:44:54,,9039,0.007113735022579583
297448214,22:00:00,2025-06-22,0,127987,1.0,50.89094161987305,5.976692199707031,1.0,1,2025-06-22 19:58:34,,9039,0.006119857837569275
297448627,20:00:00,2025-06-22,0,128001,0.0,50.89094161987305,5.976692199707031,39.0,1,2025-06-22 18:43:51,,9040,0.0
297448627,20:00:00,2025-06-22,0,128001,0.0,50.89094161987305,5.976692199707031,39.0,1,2025-06-22 18:43:51,,9040,0.0
297448627,20:00:00,2025-06-22,0,128001,0.0,50.910911560058594,5.933253765106201,49.0,2,2025-06-22 18:59:18,3082840,9040,0.004066491446164791
297448712,21:14:00,2025-06-22,0,128003,1.0,50.92914581298828,5.938590049743652,1.0,1,2025-06-22 19:14:16,,9040,0.002295964000745161
297448712,21:14:00,2025-06-22,0,128003,1.0,50.892818450927734,5.9841628074646,14.0,2,2025-06-22 19:30:46,3082680,9040,0.005202371729752326
297448875,21:49:00,2025-06-22,0,128007,0.0,50.891075134277344,5.976906776428223,1.0,1,2025-06-22 19:45:16,,9040,0.0006259845848307816
297448875,21:49:00,2025-06-22,0,128007,0.0,50.904808044433594,6.006893157958984,8.0,2,2025-06-22 19:59:09,3082796,9040,0.0031199435758767114
297448763,20:17:00,2025-06-22,0,128004,1.0,50.85076904296875,6.021236419677734,24.0,2,2025-06-22 18:44:18,3082731,9043,0.0
297448763,20:17:00,2025-06-22,0,128004,1.0,50.85076904296875,6.021236419677734,24.0,2,2025-06-22 18:44:18,3082731,9043,0.0
297448743,20:53:00,2025-06-22,0,128003,0.0,50.878116607666016,6.008923053741455,7.0,2,2025-06-22 18:58:54,3082587,9043,0.003608814618685287
297448782,21:17:00,2025-06-22,0,128002,0.0,50.89103317260742,5.976266860961914,1.0,1,2025-06-22 19:13:43,,9043,0.0030414791920052083
297448782,21:17:00,2025-06-22,0,128002,0.0,50.93818283081055,5.970508098602295,10.0,2,2025-06-22 19:30:48,3082876,9043,0.005130079499982961
297448781,21:42:00,2025-06-22,0,128002,1.0,50.967681884765625,5.980105876922607,3.0,2,2025-06-22 19:45:21,3083153,9043,0.0038354408587426446
297448781,21:42:00,2025-06-22,0,128002,1.0,50.93821334838867,5.970252990722656,15.0,2,2025-06-22 19:59:00,3082875,9043,0.004088709377572828
