trip_id,start_time_vehicle,start_date_vehicle,schedule_relationship,route_id,direction_id,latitude,longitude,current_stop_sequence,current_status,timestamp_telemetry,stop_id,vehicle_label,speed_kmh,speed_kmh_qt,start_time_trip,start_date_trip,arrival_delay,departure_delay,arrival_delay_abs,departure_delay_abs,id,header_text,description_text,cause,effect,alert_route_ids,alert_start_times,alert_end_times,timestamp_alert_stop,language,text,locations,times,entities,urgency_label,urgency_score,category,id_alert_route,header_text_alert_route,description_text_alert_route,cause_alert_route,effect_alert_route,alert_stop_ids,alert_start_times_alert_route,alert_end_times_alert_route,timestamp,language_alert_route,text_alert_route,locations_alert_route,times_alert_route,entities_alert_route,urgency_label_alert_route,urgency_score_alert_route,category_alert_route
294217355,22:02:00,2025-06-09,0,117967,0.0,52.891021728515625,5.608504772186279,45.0,2,2025-06-09 21:03:06,2898202,1460,,,22:02:00,2025-06-09,,,,,KV15:QBUZZ:2025-06-06:16,"Beste reiziger, Qbuzz rijdt op maandag 9 juni volgens de zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: 9292.nl","Beste reiziger, Qbuzz rijdt op maandag 9 juni volgens de zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: 9292.nl
",1.0,8.0,,"[datetime.datetime(2025, 6, 6, 16, 0)]","[datetime.datetime(2025, 6, 10, 0, 30)]",2025-06-10 17:02:34.231930,nl,"Beste reiziger, Qbuzz rijdt op maandag 9 juni volgens de zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: 9292.nl
",[],[],"[('Qbuzz', 'ORG')]",neutral,0.855,reiziger,KV15:QBUZZ:2025-06-03:4,"Qbuzz: Lijn 44 stopt tot 14 juni 05:00 uur niet bij deze halte door wegwerkzaamheden. Maak gebruik van halte Koudum, Centrum.","Oorzaak : Wegwerkzaamheden Wegwerkzaamheden
Effect : Haltes Claerbergen, Galamadammen, Flinkeboskje en Nijbuorren vervallen.
Maatregelen : 
Qbuzz: Lijn 44 stopt tot 14 juni 05:00 uur niet bij deze halte door wegwerkzaamheden. Maak gebruik van halte Koudum, Centrum.
",9.0,8.0,"['2898051', '2898079', '2898078', '2898050']","[datetime.datetime(2025, 6, 10, 17, 0)]","[datetime.datetime(2025, 6, 14, 3, 0)]",2025-06-10 17:00:40.719726,nl,"Oorzaak : Wegwerkzaamheden Wegwerkzaamheden
Effect : Haltes Claerbergen, Galamadammen, Flinkeboskje en Nijbuorren vervallen.
Maatregelen : 
Qbuzz: Lijn 44 stopt tot 14 juni 05:00 uur niet bij deze halte door wegwerkzaamheden. Maak gebruik van halte Koudum, Centrum.
","['Claerbergen', 'Galamadammen', 'Flinkeboskje', 'Nijbuorren', 'Q', 'Lijn', 'Koudum', 'Centrum']",[],"[('Claerbergen', 'LOC'), ('Galamadammen', 'LOC'), ('Flinkeboskje', 'LOC'), ('Nijbuorren', 'LOC'), ('Q', 'LOC'), ('Lijn', 'LOC'), ('Koudum', 'LOC'), ('Centrum', 'LOC')]",neutral,0.533,Uncategorized (Noise)
294217355,22:02:00,2025-06-09,0,117967,0.0,52.891021728515625,5.608504772186279,45.0,2,2025-06-09 21:03:06,2898202,1460,,,22:02:00,2025-06-09,,,,,KV15:QBUZZ:2025-06-06:16,"Beste reiziger, Qbuzz rijdt op maandag 9 juni volgens de zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: 9292.nl","Beste reiziger, Qbuzz rijdt op maandag 9 juni volgens de zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: 9292.nl
",1.0,8.0,,"[datetime.datetime(2025, 6, 6, 16, 0)]","[datetime.datetime(2025, 6, 10, 0, 30)]",2025-06-10 17:02:34.231930,nl,"Beste reiziger, Qbuzz rijdt op maandag 9 juni volgens de zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: 9292.nl
",[],[],"[('Qbuzz', 'ORG')]",neutral,0.855,reiziger,KV15:QBUZZ:2025-06-02:23,Qbuzz: Lijnen 44 en 45 stoppen tot 27 juni einde dienst niet bij deze halte door wegwerkzaamheden. Maak gebruik van de tijdelijke halte a/d rotonde bij de N928.,"Oorzaak : Wegwerkzaamheden Wegwerkzaamheden
Effect : Haltes Brug en Centrum vervallen.
Maatregelen : 
Qbuzz: Lijnen 44 en 45 stoppen tot 27 juni einde dienst niet bij deze halte door wegwerkzaamheden. Maak gebruik van de tijdelijke halte a/d rotonde bij de N928.
",9.0,8.0,"['3122744', '3091325', '3144684', '3091326', '3122743', '3144685']","[datetime.datetime(2025, 6, 10, 3, 0)]","[datetime.datetime(2025, 6, 28, 0, 0)]",2025-06-10 17:00:43.615892,nl,"Oorzaak : Wegwerkzaamheden Wegwerkzaamheden
Effect : Haltes Brug en Centrum vervallen.
Maatregelen : 
Qbuzz: Lijnen 44 en 45 stoppen tot 27 juni einde dienst niet bij deze halte door wegwerkzaamheden. Maak gebruik van de tijdelijke halte a/d rotonde bij de N928.
","['Brug', 'Centrum', 'N']",[],"[('Brug', 'LOC'), ('Centrum', 'LOC'), ('N', 'LOC')]",neutral,0.577,Uncategorized (Noise)
294217355,22:02:00,2025-06-09,0,117967,0.0,52.891021728515625,5.608504772186279,45.0,2,2025-06-09 21:03:06,2898202,1460,,,22:02:00,2025-06-09,,,,,KV15:QBUZZ:2025-06-06:16,"Beste reiziger, Qbuzz rijdt op maandag 9 juni volgens de zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: 9292.nl","Beste reiziger, Qbuzz rijdt op maandag 9 juni volgens de zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: 9292.nl
",1.0,8.0,,"[datetime.datetime(2025, 6, 6, 16, 0)]","[datetime.datetime(2025, 6, 10, 0, 30)]",2025-06-10 17:02:34.231930,nl,"Beste reiziger, Qbuzz rijdt op maandag 9 juni volgens de zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: 9292.nl
",[],[],"[('Qbuzz', 'ORG')]",neutral,0.855,reiziger,KV15:QBUZZ:2025-06-02:22,Qbuzz: Lijnen 44 en 45 stoppen tot 27 juni einde dienst niet bij deze halte door wegwerkzaamheden. Maak gebruik van halte Wellebrug.,"Oorzaak : Wegwerkzaamheden Wegwerkzaamheden
Effect : Haltes Brug en Centrum vervallen.
Maatregelen : 
Qbuzz: Lijnen 44 en 45 stoppen tot 27 juni einde dienst niet bij deze halte door wegwerkzaamheden. Maak gebruik van halte Wellebrug.
",9.0,8.0,"['3122746', '3122745', '3091327', '3144687', '3144686', '3091328']","[datetime.datetime(2025, 6, 10, 3, 0)]","[datetime.datetime(2025, 6, 28, 0, 0)]",2025-06-10 17:00:43.997462,nl,"Oorzaak : Wegwerkzaamheden Wegwerkzaamheden
Effect : Haltes Brug en Centrum vervallen.
Maatregelen : 
Qbuzz: Lijnen 44 en 45 stoppen tot 27 juni einde dienst niet bij deze halte door wegwerkzaamheden. Maak gebruik van halte Wellebrug.
","['Brug', 'Centrum', 'Wellebrug']",[],"[('Brug', 'LOC'), ('Centrum', 'LOC'), ('Wellebrug', 'LOC')]",neutral,0.612,Uncategorized (Noise)
294217355,22:02:00,2025-06-09,0,117967,0.0,52.891021728515625,5.608504772186279,45.0,2,2025-06-09 21:03:06,2898202,1460,,,22:02:00,2025-06-09,,,,,KV15:QBUZZ:2025-06-06:16,"Beste reiziger, Qbuzz rijdt op maandag 9 juni volgens de zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: 9292.nl","Beste reiziger, Qbuzz rijdt op maandag 9 juni volgens de zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: 9292.nl
",1.0,8.0,,"[datetime.datetime(2025, 6, 6, 16, 0)]","[datetime.datetime(2025, 6, 10, 0, 30)]",2025-06-10 17:02:34.231930,nl,"Beste reiziger, Qbuzz rijdt op maandag 9 juni volgens de zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: 9292.nl
",[],[],"[('Qbuzz', 'ORG')]",neutral,0.855,reiziger,KV15:QBUZZ:2025-04-28:172,"Qbuzz: Lijnen 38, 39, 44, 45, 46 en 390 stoppen niet bij deze halte tot 13 juni 18:00 uur door werkzaamheden. Maak gebruik van Busstation Sneek.","Oorzaak : Werkzaamheden.
Effect : Haltes Oosterdijk en Grootzand vervallen.
Maatregelen : 
Qbuzz: Lijnen 38, 39, 44, 45, 46 en 390 stoppen niet bij deze halte tot 13 juni 18:00 uur door werkzaamheden. Maak gebruik van Busstation Sneek.
",1.0,8.0,"['3122534', '3091116', '2898552']","[datetime.datetime(2025, 5, 12, 3, 0)]","[datetime.datetime(2025, 6, 13, 16, 0)]",2025-06-10 17:01:35.526136,nl,"Oorzaak : Werkzaamheden.
Effect : Haltes Oosterdijk en Grootzand vervallen.
Maatregelen : 
Qbuzz: Lijnen 38, 39, 44, 45, 46 en 390 stoppen niet bij deze halte tot 13 juni 18:00 uur door werkzaamheden. Maak gebruik van Busstation Sneek.
","['Oosterdijk', 'Grootzand', 'Busstation Sneek']",[],"[('Oosterdijk', 'LOC'), ('Grootzand', 'LOC'), ('Busstation Sneek', 'LOC')]",neutral,0.52,Uncategorized (Noise)
294217355,22:02:00,2025-06-09,0,117967,0.0,52.891021728515625,5.608504772186279,45.0,2,2025-06-09 21:03:06,2898202,1460,,,22:02:00,2025-06-09,,,,,KV15:QBUZZ:2025-06-06:16,"Beste reiziger, Qbuzz rijdt op maandag 9 juni volgens de zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: 9292.nl","Beste reiziger, Qbuzz rijdt op maandag 9 juni volgens de zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: 9292.nl
",1.0,8.0,,"[datetime.datetime(2025, 6, 6, 16, 0)]","[datetime.datetime(2025, 6, 10, 0, 30)]",2025-06-10 17:02:34.231930,nl,"Beste reiziger, Qbuzz rijdt op maandag 9 juni volgens de zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: 9292.nl
",[],[],"[('Qbuzz', 'ORG')]",neutral,0.855,reiziger,KV15:QBUZZ:2025-04-28:173,"Qbuzz: Lijnen 38, 39, 44, 45, 46 en 390 stoppen niet bij deze halte tot 13 juni 18:00 uur door werkzaamheden. Maak gebruik van halte Frieswijkstraat.","Oorzaak : Werkzaamheden.
Effect : Haltes Oosterdijk en Grootzand vervallen.
Maatregelen : 
Qbuzz: Lijnen 38, 39, 44, 45, 46 en 390 stoppen niet bij deze halte tot 13 juni 18:00 uur door werkzaamheden. Maak gebruik van halte Frieswijkstraat.
",1.0,8.0,"['3091115', '3091114', '3122532', '3122533']","[datetime.datetime(2025, 5, 12, 3, 0)]","[datetime.datetime(2025, 6, 13, 16, 0)]",2025-06-10 17:01:36.295154,nl,"Oorzaak : Werkzaamheden.
Effect : Haltes Oosterdijk en Grootzand vervallen.
Maatregelen : 
Qbuzz: Lijnen 38, 39, 44, 45, 46 en 390 stoppen niet bij deze halte tot 13 juni 18:00 uur door werkzaamheden. Maak gebruik van halte Frieswijkstraat.
","['Oosterdijk', 'Grootzand', 'Frieswijkstraat']",[],"[('Oosterdijk', 'LOC'), ('Grootzand', 'LOC'), ('Frieswijkstraat', 'LOC')]",neutral,0.506,Uncategorized (Noise)
294217355,22:02:00,2025-06-09,0,117967,0.0,52.891021728515625,5.608504772186279,45.0,2,2025-06-09 21:03:06,2898202,1460,,,22:02:00,2025-06-09,,,,,KV15:QBUZZ:2025-06-06:16,"Beste reiziger, Qbuzz rijdt op maandag 9 juni volgens de zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: 9292.nl","Beste reiziger, Qbuzz rijdt op maandag 9 juni volgens de zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: 9292.nl
",1.0,8.0,,"[datetime.datetime(2025, 6, 6, 16, 0)]","[datetime.datetime(2025, 6, 10, 0, 30)]",2025-06-10 17:02:34.231930,nl,"Beste reiziger, Qbuzz rijdt op maandag 9 juni volgens de zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: 9292.nl
",[],[],"[('Qbuzz', 'ORG')]",neutral,0.855,reiziger,KV15:QBUZZ:2025-06-07:10,Qbuzz: Lijn 44 stopt niet bij deze halte tot 21 juni 13:00 uur door een evenement. Stap in bij halte Nijbuorren.,"Oorzaak : Evenement.
Effect : Haltes Smitsleane, Mirns, Skuniadyk en Bakhuizen vervallen.
Maatregelen : 
Qbuzz: Lijn 44 stopt niet bij deze halte tot 21 juni 13:00 uur door een evenement. Stap in bij halte Nijbuorren.
",1.0,8.0,"['2898017', '2898253', '2898021', '2898252', '2898020', '2898015', '2898014', '2898016']","[datetime.datetime(2025, 6, 20, 17, 0)]","[datetime.datetime(2025, 6, 21, 11, 0)]",2025-06-10 17:02:28.751447,nl,"Oorzaak : Evenement.
Effect : Haltes Smitsleane, Mirns, Skuniadyk en Bakhuizen vervallen.
Maatregelen : 
Qbuzz: Lijn 44 stopt niet bij deze halte tot 21 juni 13:00 uur door een evenement. Stap in bij halte Nijbuorren.
","['Smitsleane', 'Mirns', 'Skuniadyk', 'Bakhuizen', 'halte Nijbuorren']",[],"[('Smitsleane', 'LOC'), ('Mirns', 'LOC'), ('Skuniadyk', 'LOC'), ('Bakhuizen', 'LOC'), ('halte Nijbuorren', 'LOC')]",neutral,0.597,evenement
294217355,22:02:00,2025-06-09,0,117967,0.0,52.891021728515625,5.608504772186279,45.0,2,2025-06-09 21:03:06,2898202,1460,,,22:02:00,2025-06-09,,,,,KV15:QBUZZ:2025-06-06:16,"Beste reiziger, Qbuzz rijdt op maandag 9 juni volgens de zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: 9292.nl","Beste reiziger, Qbuzz rijdt op maandag 9 juni volgens de zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: 9292.nl
",1.0,8.0,,"[datetime.datetime(2025, 6, 6, 16, 0)]","[datetime.datetime(2025, 6, 10, 0, 30)]",2025-06-10 17:02:34.231930,nl,"Beste reiziger, Qbuzz rijdt op maandag 9 juni volgens de zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: 9292.nl
",[],[],"[('Qbuzz', 'ORG')]",neutral,0.855,reiziger,KV15:QBUZZ:2025-05-26:20,Qbuzz: Lijn 44 stopt niet op deze halte tot 10 juni 02:00 uur door een evenement. Stap in bij halte Zwembad.,"Oorzaak : Evenement.
Effect : Halte Hearewei, Lynbaen en Thomashof vervallen.
Maatregelen : 
Qbuzz: Lijn 44 stopt niet op deze halte tot 10 juni 02:00 uur door een evenement. Stap in bij halte Zwembad.
",1.0,8.0,"['3090985', '2898146', '3122403', '2898147', '2898148', '2898143', '2898149']","[datetime.datetime(2025, 6, 9, 10, 0)]","[datetime.datetime(2025, 6, 10, 0, 0)]",2025-06-10 17:03:38.867611,nl,"Oorzaak : Evenement.
Effect : Halte Hearewei, Lynbaen en Thomashof vervallen.
Maatregelen : 
Qbuzz: Lijn 44 stopt niet op deze halte tot 10 juni 02:00 uur door een evenement. Stap in bij halte Zwembad.
","['Hearewei', 'Lynba', 'en', 'Thomashof', 'Zwembad']",[],"[('Hearewei', 'LOC'), ('Lynba', 'LOC'), ('en', 'LOC'), ('Thomashof', 'LOC'), ('Zwembad', 'LOC')]",negative,0.524,evenement
294217355,22:02:00,2025-06-09,0,117967,0.0,52.891021728515625,5.608504772186279,45.0,2,2025-06-09 21:03:06,2898202,1460,,,22:02:00,2025-06-09,,,,,KV15:QBUZZ:2025-06-06:16,"Beste reiziger, Qbuzz rijdt op maandag 9 juni volgens de zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: 9292.nl","Beste reiziger, Qbuzz rijdt op maandag 9 juni volgens de zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: 9292.nl
",1.0,8.0,,"[datetime.datetime(2025, 6, 6, 16, 0)]","[datetime.datetime(2025, 6, 10, 0, 30)]",2025-06-10 17:02:34.231930,nl,"Beste reiziger, Qbuzz rijdt op maandag 9 juni volgens de zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: 9292.nl
",[],[],"[('Qbuzz', 'ORG')]",neutral,0.855,reiziger,KV15:QBUZZ:2025-05-26:26,Qbuzz: Lijnen 41 en 44 stoppen niet op deze halte tot 10 juni 02:00 uur door een evenement. Maak gebruik van halte Harich Rotonde of Hervormde Kerk [Du Toursstraat].,"Oorzaak : Evenement.
Effect : Haltes Van Swinderenstraat. Talmahiem, Meineszleane, Meerzicht, Bargebek, Unrest en Du Toursstraat vervallen.
Maatregelen : 
Qbuzz: Lijnen 41 en 44 stoppen niet op deze halte tot 10 juni 02:00 uur door een evenement. Maak gebruik van halte Harich Rotonde of Hervormde Kerk [Du Toursstraat].
",1.0,8.0,"['3122427', '2898233', '3091009', '3122426', '2898230', '2898201', '2898200', '2898198', '3091008', '2898213', '2898212', '2898199', '2898202', '2898203', '2898232', '2898231']","[datetime.datetime(2025, 6, 9, 10, 0)]","[datetime.datetime(2025, 6, 10, 0, 0)]",2025-06-10 17:03:41.286290,nl,"Oorzaak : Evenement.
Effect : Haltes Van Swinderenstraat. Talmahiem, Meineszleane, Meerzicht, Bargebek, Unrest en Du Toursstraat vervallen.
Maatregelen : 
Qbuzz: Lijnen 41 en 44 stoppen niet op deze halte tot 10 juni 02:00 uur door een evenement. Maak gebruik van halte Harich Rotonde of Hervormde Kerk [Du Toursstraat].
","['Swinderenstraat', 'Talmahiem', 'Meineszleane', 'Meerzicht', 'Bargebek', 'Unrest', 'Du Toursstraat', 'Harich Rotonde', 'Hervormde Kerk', 'Du Toursstraat']",[],"[('Swinderenstraat', 'LOC'), ('Talmahiem', 'LOC'), ('Meineszleane', 'LOC'), ('Meerzicht', 'LOC'), ('Bargebek', 'LOC'), ('Unrest', 'LOC'), ('Du Toursstraat', 'LOC'), ('Harich Rotonde', 'LOC'), ('Hervormde Kerk', 'LOC'), ('Du Toursstraat', 'LOC')]",neutral,0.511,Uncategorized (Noise)
294217355,22:02:00,2025-06-09,0,117967,0.0,52.891021728515625,5.608504772186279,45.0,2,2025-06-09 21:03:06,2898202,1460,,,22:02:00,2025-06-09,,,,,KV15:QBUZZ:2025-05-26:26,Qbuzz: Lijnen 41 en 44 stoppen niet op deze halte tot 10 juni 02:00 uur door een evenement. Maak gebruik van halte Harich Rotonde of Hervormde Kerk [Du Toursstraat].,"Oorzaak : Evenement.
Effect : Haltes Van Swinderenstraat. Talmahiem, Meineszleane, Meerzicht, Bargebek, Unrest en Du Toursstraat vervallen.
Maatregelen : 
Qbuzz: Lijnen 41 en 44 stoppen niet op deze halte tot 10 juni 02:00 uur door een evenement. Maak gebruik van halte Harich Rotonde of Hervormde Kerk [Du Toursstraat].
",1.0,8.0,"['117965', '117967']","[datetime.datetime(2025, 6, 9, 10, 0)]","[datetime.datetime(2025, 6, 10, 0, 0)]",2025-06-10 17:03:41.286290,nl,"Oorzaak : Evenement.
Effect : Haltes Van Swinderenstraat. Talmahiem, Meineszleane, Meerzicht, Bargebek, Unrest en Du Toursstraat vervallen.
Maatregelen : 
Qbuzz: Lijnen 41 en 44 stoppen niet op deze halte tot 10 juni 02:00 uur door een evenement. Maak gebruik van halte Harich Rotonde of Hervormde Kerk [Du Toursstraat].
","['Swinderenstraat', 'Talmahiem', 'Meineszleane', 'Meerzicht', 'Bargebek', 'Unrest', 'Du Toursstraat', 'Harich Rotonde', 'Hervormde Kerk', 'Du Toursstraat']",[],"[('Swinderenstraat', 'LOC'), ('Talmahiem', 'LOC'), ('Meineszleane', 'LOC'), ('Meerzicht', 'LOC'), ('Bargebek', 'LOC'), ('Unrest', 'LOC'), ('Du Toursstraat', 'LOC'), ('Harich Rotonde', 'LOC'), ('Hervormde Kerk', 'LOC'), ('Du Toursstraat', 'LOC')]",neutral,0.511,Uncategorized (Noise),KV15:QBUZZ:2025-06-03:5,Qbuzz: Lijn 44 stopt tot 14 juni 05:00 uur niet bij deze halte door wegwerkzaamheden. Maak gebruik van halte Hemelum van lijn 103.,"Oorzaak : Wegwerkzaamheden Wegwerkzaamheden
Effect : Haltes Claerbergen, Galamadammen, Flinkeboskje en Nijbuorren vervallen.
Maatregelen : 
Qbuzz: Lijn 44 stopt tot 14 juni 05:00 uur niet bij deze halte door wegwerkzaamheden. Maak gebruik van halte Hemelum van lijn 103.
",9.0,8.0,"['2898056', '2898057', '2898053', '2898052']","[datetime.datetime(2025, 6, 10, 17, 0)]","[datetime.datetime(2025, 6, 14, 3, 0)]",2025-06-10 17:00:39.437309,nl,"Oorzaak : Wegwerkzaamheden Wegwerkzaamheden
Effect : Haltes Claerbergen, Galamadammen, Flinkeboskje en Nijbuorren vervallen.
Maatregelen : 
Qbuzz: Lijn 44 stopt tot 14 juni 05:00 uur niet bij deze halte door wegwerkzaamheden. Maak gebruik van halte Hemelum van lijn 103.
","['Claerbergen', 'Galamadammen', 'Flinkeboskje', 'Nijbuorren', 'Hemelum']",[],"[('Claerbergen', 'LOC'), ('Galamadammen', 'LOC'), ('Flinkeboskje', 'LOC'), ('Nijbuorren', 'LOC'), ('Hemelum', 'LOC')]",neutral,0.547,Uncategorized (Noise)
294217355,22:02:00,2025-06-09,0,117967,0.0,52.891021728515625,5.608504772186279,45.0,2,2025-06-09 21:03:06,2898202,1460,,,22:02:00,2025-06-09,,,,,KV15:QBUZZ:2025-05-26:26,Qbuzz: Lijnen 41 en 44 stoppen niet op deze halte tot 10 juni 02:00 uur door een evenement. Maak gebruik van halte Harich Rotonde of Hervormde Kerk [Du Toursstraat].,"Oorzaak : Evenement.
Effect : Haltes Van Swinderenstraat. Talmahiem, Meineszleane, Meerzicht, Bargebek, Unrest en Du Toursstraat vervallen.
Maatregelen : 
Qbuzz: Lijnen 41 en 44 stoppen niet op deze halte tot 10 juni 02:00 uur door een evenement. Maak gebruik van halte Harich Rotonde of Hervormde Kerk [Du Toursstraat].
",1.0,8.0,"['117965', '117967']","[datetime.datetime(2025, 6, 9, 10, 0)]","[datetime.datetime(2025, 6, 10, 0, 0)]",2025-06-10 17:03:41.286290,nl,"Oorzaak : Evenement.
Effect : Haltes Van Swinderenstraat. Talmahiem, Meineszleane, Meerzicht, Bargebek, Unrest en Du Toursstraat vervallen.
Maatregelen : 
Qbuzz: Lijnen 41 en 44 stoppen niet op deze halte tot 10 juni 02:00 uur door een evenement. Maak gebruik van halte Harich Rotonde of Hervormde Kerk [Du Toursstraat].
","['Swinderenstraat', 'Talmahiem', 'Meineszleane', 'Meerzicht', 'Bargebek', 'Unrest', 'Du Toursstraat', 'Harich Rotonde', 'Hervormde Kerk', 'Du Toursstraat']",[],"[('Swinderenstraat', 'LOC'), ('Talmahiem', 'LOC'), ('Meineszleane', 'LOC'), ('Meerzicht', 'LOC'), ('Bargebek', 'LOC'), ('Unrest', 'LOC'), ('Du Toursstraat', 'LOC'), ('Harich Rotonde', 'LOC'), ('Hervormde Kerk', 'LOC'), ('Du Toursstraat', 'LOC')]",neutral,0.511,Uncategorized (Noise),KV15:QBUZZ:2025-06-03:4,"Qbuzz: Lijn 44 stopt tot 14 juni 05:00 uur niet bij deze halte door wegwerkzaamheden. Maak gebruik van halte Koudum, Centrum.","Oorzaak : Wegwerkzaamheden Wegwerkzaamheden
Effect : Haltes Claerbergen, Galamadammen, Flinkeboskje en Nijbuorren vervallen.
Maatregelen : 
Qbuzz: Lijn 44 stopt tot 14 juni 05:00 uur niet bij deze halte door wegwerkzaamheden. Maak gebruik van halte Koudum, Centrum.
",9.0,8.0,"['2898051', '2898079', '2898078', '2898050']","[datetime.datetime(2025, 6, 10, 17, 0)]","[datetime.datetime(2025, 6, 14, 3, 0)]",2025-06-10 17:00:40.719726,nl,"Oorzaak : Wegwerkzaamheden Wegwerkzaamheden
Effect : Haltes Claerbergen, Galamadammen, Flinkeboskje en Nijbuorren vervallen.
Maatregelen : 
Qbuzz: Lijn 44 stopt tot 14 juni 05:00 uur niet bij deze halte door wegwerkzaamheden. Maak gebruik van halte Koudum, Centrum.
","['Claerbergen', 'Galamadammen', 'Flinkeboskje', 'Nijbuorren', 'Q', 'Lijn', 'Koudum', 'Centrum']",[],"[('Claerbergen', 'LOC'), ('Galamadammen', 'LOC'), ('Flinkeboskje', 'LOC'), ('Nijbuorren', 'LOC'), ('Q', 'LOC'), ('Lijn', 'LOC'), ('Koudum', 'LOC'), ('Centrum', 'LOC')]",neutral,0.533,Uncategorized (Noise)
294217355,22:02:00,2025-06-09,0,117967,0.0,52.891021728515625,5.608504772186279,45.0,2,2025-06-09 21:03:06,2898202,1460,,,22:02:00,2025-06-09,,,,,KV15:QBUZZ:2025-05-26:26,Qbuzz: Lijnen 41 en 44 stoppen niet op deze halte tot 10 juni 02:00 uur door een evenement. Maak gebruik van halte Harich Rotonde of Hervormde Kerk [Du Toursstraat].,"Oorzaak : Evenement.
Effect : Haltes Van Swinderenstraat. Talmahiem, Meineszleane, Meerzicht, Bargebek, Unrest en Du Toursstraat vervallen.
Maatregelen : 
Qbuzz: Lijnen 41 en 44 stoppen niet op deze halte tot 10 juni 02:00 uur door een evenement. Maak gebruik van halte Harich Rotonde of Hervormde Kerk [Du Toursstraat].
",1.0,8.0,"['117965', '117967']","[datetime.datetime(2025, 6, 9, 10, 0)]","[datetime.datetime(2025, 6, 10, 0, 0)]",2025-06-10 17:03:41.286290,nl,"Oorzaak : Evenement.
Effect : Haltes Van Swinderenstraat. Talmahiem, Meineszleane, Meerzicht, Bargebek, Unrest en Du Toursstraat vervallen.
Maatregelen : 
Qbuzz: Lijnen 41 en 44 stoppen niet op deze halte tot 10 juni 02:00 uur door een evenement. Maak gebruik van halte Harich Rotonde of Hervormde Kerk [Du Toursstraat].
","['Swinderenstraat', 'Talmahiem', 'Meineszleane', 'Meerzicht', 'Bargebek', 'Unrest', 'Du Toursstraat', 'Harich Rotonde', 'Hervormde Kerk', 'Du Toursstraat']",[],"[('Swinderenstraat', 'LOC'), ('Talmahiem', 'LOC'), ('Meineszleane', 'LOC'), ('Meerzicht', 'LOC'), ('Bargebek', 'LOC'), ('Unrest', 'LOC'), ('Du Toursstraat', 'LOC'), ('Harich Rotonde', 'LOC'), ('Hervormde Kerk', 'LOC'), ('Du Toursstraat', 'LOC')]",neutral,0.511,Uncategorized (Noise),KV15:QBUZZ:2025-06-02:23,Qbuzz: Lijnen 44 en 45 stoppen tot 27 juni einde dienst niet bij deze halte door wegwerkzaamheden. Maak gebruik van de tijdelijke halte a/d rotonde bij de N928.,"Oorzaak : Wegwerkzaamheden Wegwerkzaamheden
Effect : Haltes Brug en Centrum vervallen.
Maatregelen : 
Qbuzz: Lijnen 44 en 45 stoppen tot 27 juni einde dienst niet bij deze halte door wegwerkzaamheden. Maak gebruik van de tijdelijke halte a/d rotonde bij de N928.
",9.0,8.0,"['3122744', '3091325', '3144684', '3091326', '3122743', '3144685']","[datetime.datetime(2025, 6, 10, 3, 0)]","[datetime.datetime(2025, 6, 28, 0, 0)]",2025-06-10 17:00:43.615892,nl,"Oorzaak : Wegwerkzaamheden Wegwerkzaamheden
Effect : Haltes Brug en Centrum vervallen.
Maatregelen : 
Qbuzz: Lijnen 44 en 45 stoppen tot 27 juni einde dienst niet bij deze halte door wegwerkzaamheden. Maak gebruik van de tijdelijke halte a/d rotonde bij de N928.
","['Brug', 'Centrum', 'N']",[],"[('Brug', 'LOC'), ('Centrum', 'LOC'), ('N', 'LOC')]",neutral,0.577,Uncategorized (Noise)
