trip_id,start_time_vehicle,start_date_vehicle,schedule_relationship,route_id,direction_id,latitude,longitude,current_stop_sequence,current_status,timestamp_telemetry,stop_id,vehicle_label,speed_kmh,speed_kmh_qt,start_time_trip,start_date_trip,arrival_delay,departure_delay,arrival_delay_abs,departure_delay_abs,id,header_text,description_text,cause,effect,alert_route_ids,alert_start_times,alert_end_times,timestamp_alert_stop,language,text,locations,times,entities,urgency_label,urgency_score,category,id_alert_route,header_text_alert_route,description_text_alert_route,cause_alert_route,effect_alert_route,alert_stop_ids,alert_start_times_alert_route,alert_end_times_alert_route,timestamp,language_alert_route,text_alert_route,locations_alert_route,times_alert_route,entities_alert_route,urgency_label_alert_route,urgency_score_alert_route,category_alert_route
292801022,22:52:00,2025-06-09,0,106008,1.0,51.965850830078125,5.044179439544678,12.0,2,2025-06-09 21:03:08,3129689,4331,,,22:52:00,2025-06-09,8.0,8.0,8.0,8.0,KV15:QBUZZ:2025-06-03:23,Lijn 90 stopt niet op deze halte tot 15 juni 02:00 uur door de Oldtimerdag. Stap in bij halte Nieuwe Rijksweg (halte lijn 388) of Lijsterbeslaan. Plan je reis: 9292.nl,"Oorzaak : Braderie Oldtimerdag
Effect : Haltes Killesteijnstraat, Burg. Potstraat en NH Kerk vervallen.
Maatregelen : 
Lijn 90 stopt niet op deze halte tot 15 juni 02:00 uur door de Oldtimerdag. Stap in bij halte Nieuwe Rijksweg (halte lijn 388) of Lijsterbeslaan. Plan je reis: 9292.nl
",7.0,8.0,['106008'],"[datetime.datetime(2025, 6, 14, 5, 0)]","[datetime.datetime(2025, 6, 15, 0, 0)]",2025-06-10 17:03:30.509187,nl,"Oorzaak : Braderie Oldtimerdag
Effect : Haltes Killesteijnstraat, Burg. Potstraat en NH Kerk vervallen.
Maatregelen : 
Lijn 90 stopt niet op deze halte tot 15 juni 02:00 uur door de Oldtimerdag. Stap in bij halte Nieuwe Rijksweg (halte lijn 388) of Lijsterbeslaan. Plan je reis: 9292.nl
","['Killesteijnstraat', 'Burg. Potstraat', 'NH Kerk', 'Nieuwe Rijksweg', 'Lijsterbeslaan']",[],"[('Killesteijnstraat', 'LOC'), ('Burg. Potstraat', 'LOC'), ('NH Kerk', 'LOC'), ('Nieuwe Rijksweg', 'LOC'), ('Lijsterbeslaan', 'LOC')]",neutral,0.647,wegwerkzaamheden,KV15:QBUZZ:2025-06-04:17,U-OV: lijn 90 stopt niet op deze halte tot 14 juni 08:00 uur door werkzaamheden. Stap in bij de parkeerstrook op de hoek.,"Oorzaak : Werkzaamheden Werkzaamheden.
Effect : Haltes Busstation Lekbrug-West en Busstation Lekbrug-Oost vervallen.
Maatregelen : 
U-OV: lijn 90 stopt niet op deze halte tot 14 juni 08:00 uur door werkzaamheden. Stap in bij de parkeerstrook op de hoek.
",9.0,8.0,['2702589'],"[datetime.datetime(2025, 6, 13, 18, 0)]","[datetime.datetime(2025, 6, 14, 6, 0)]",2025-06-10 17:03:10.602785,nl,"Oorzaak : Werkzaamheden Werkzaamheden.
Effect : Haltes Busstation Lekbrug-West en Busstation Lekbrug-Oost vervallen.
Maatregelen : 
U-OV: lijn 90 stopt niet op deze halte tot 14 juni 08:00 uur door werkzaamheden. Stap in bij de parkeerstrook op de hoek.
","['Busstation Lekbrug-West', 'Busstation Lekbrug-Oost']",[],"[('Busstation Lekbrug-West', 'LOC'), ('Busstation Lekbrug-Oost', 'LOC')]",neutral,0.598,werkzaamheden
292801022,22:52:00,2025-06-09,0,106008,1.0,51.965850830078125,5.044179439544678,12.0,2,2025-06-09 21:03:08,3129689,4331,,,22:52:00,2025-06-09,8.0,8.0,8.0,8.0,KV15:QBUZZ:2025-06-03:23,Lijn 90 stopt niet op deze halte tot 15 juni 02:00 uur door de Oldtimerdag. Stap in bij halte Nieuwe Rijksweg (halte lijn 388) of Lijsterbeslaan. Plan je reis: 9292.nl,"Oorzaak : Braderie Oldtimerdag
Effect : Haltes Killesteijnstraat, Burg. Potstraat en NH Kerk vervallen.
Maatregelen : 
Lijn 90 stopt niet op deze halte tot 15 juni 02:00 uur door de Oldtimerdag. Stap in bij halte Nieuwe Rijksweg (halte lijn 388) of Lijsterbeslaan. Plan je reis: 9292.nl
",7.0,8.0,['106008'],"[datetime.datetime(2025, 6, 14, 5, 0)]","[datetime.datetime(2025, 6, 15, 0, 0)]",2025-06-10 17:03:30.509187,nl,"Oorzaak : Braderie Oldtimerdag
Effect : Haltes Killesteijnstraat, Burg. Potstraat en NH Kerk vervallen.
Maatregelen : 
Lijn 90 stopt niet op deze halte tot 15 juni 02:00 uur door de Oldtimerdag. Stap in bij halte Nieuwe Rijksweg (halte lijn 388) of Lijsterbeslaan. Plan je reis: 9292.nl
","['Killesteijnstraat', 'Burg. Potstraat', 'NH Kerk', 'Nieuwe Rijksweg', 'Lijsterbeslaan']",[],"[('Killesteijnstraat', 'LOC'), ('Burg. Potstraat', 'LOC'), ('NH Kerk', 'LOC'), ('Nieuwe Rijksweg', 'LOC'), ('Lijsterbeslaan', 'LOC')]",neutral,0.647,wegwerkzaamheden,KV15:QBUZZ:2025-06-04:18,U-OV: lijn 90 stopt niet op deze halte tot 14 juni 08:00 uur door werkzaamheden. Stap in bij Hotel Vianen.,"Oorzaak : Werkzaamheden Werkzaamheden.
Effect : Haltes Busstation Lekbrug-West en Busstation Lekbrug-Oost vervallen.
Maatregelen : 
U-OV: lijn 90 stopt niet op deze halte tot 14 juni 08:00 uur door werkzaamheden. Stap in bij Hotel Vianen.
",9.0,8.0,['2702596'],"[datetime.datetime(2025, 6, 13, 18, 0)]","[datetime.datetime(2025, 6, 14, 6, 0)]",2025-06-10 17:03:11.034172,nl,"Oorzaak : Werkzaamheden Werkzaamheden.
Effect : Haltes Busstation Lekbrug-West en Busstation Lekbrug-Oost vervallen.
Maatregelen : 
U-OV: lijn 90 stopt niet op deze halte tot 14 juni 08:00 uur door werkzaamheden. Stap in bij Hotel Vianen.
","['Busstation Lekbrug-West', 'Busstation Lekbrug-Oost', 'Hotel Vianen']",[],"[('Busstation Lekbrug-West', 'LOC'), ('Busstation Lekbrug-Oost', 'LOC'), ('Hotel Vianen', 'LOC')]",neutral,0.567,werkzaamheden
292801022,22:52:00,2025-06-09,0,106008,1.0,51.965850830078125,5.044179439544678,12.0,2,2025-06-09 21:03:08,3129689,4331,,,22:52:00,2025-06-09,8.0,8.0,8.0,8.0,KV15:QBUZZ:2025-06-03:23,Lijn 90 stopt niet op deze halte tot 15 juni 02:00 uur door de Oldtimerdag. Stap in bij halte Nieuwe Rijksweg (halte lijn 388) of Lijsterbeslaan. Plan je reis: 9292.nl,"Oorzaak : Braderie Oldtimerdag
Effect : Haltes Killesteijnstraat, Burg. Potstraat en NH Kerk vervallen.
Maatregelen : 
Lijn 90 stopt niet op deze halte tot 15 juni 02:00 uur door de Oldtimerdag. Stap in bij halte Nieuwe Rijksweg (halte lijn 388) of Lijsterbeslaan. Plan je reis: 9292.nl
",7.0,8.0,['106008'],"[datetime.datetime(2025, 6, 14, 5, 0)]","[datetime.datetime(2025, 6, 15, 0, 0)]",2025-06-10 17:03:30.509187,nl,"Oorzaak : Braderie Oldtimerdag
Effect : Haltes Killesteijnstraat, Burg. Potstraat en NH Kerk vervallen.
Maatregelen : 
Lijn 90 stopt niet op deze halte tot 15 juni 02:00 uur door de Oldtimerdag. Stap in bij halte Nieuwe Rijksweg (halte lijn 388) of Lijsterbeslaan. Plan je reis: 9292.nl
","['Killesteijnstraat', 'Burg. Potstraat', 'NH Kerk', 'Nieuwe Rijksweg', 'Lijsterbeslaan']",[],"[('Killesteijnstraat', 'LOC'), ('Burg. Potstraat', 'LOC'), ('NH Kerk', 'LOC'), ('Nieuwe Rijksweg', 'LOC'), ('Lijsterbeslaan', 'LOC')]",neutral,0.647,wegwerkzaamheden,KV15:QBUZZ:2025-06-03:23,Lijn 90 stopt niet op deze halte tot 15 juni 02:00 uur door de Oldtimerdag. Stap in bij halte Nieuwe Rijksweg (halte lijn 388) of Lijsterbeslaan. Plan je reis: 9292.nl,"Oorzaak : Braderie Oldtimerdag
Effect : Haltes Killesteijnstraat, Burg. Potstraat en NH Kerk vervallen.
Maatregelen : 
Lijn 90 stopt niet op deze halte tot 15 juni 02:00 uur door de Oldtimerdag. Stap in bij halte Nieuwe Rijksweg (halte lijn 388) of Lijsterbeslaan. Plan je reis: 9292.nl
",7.0,8.0,"['3115800', '3115797', '3129685', '3129687', '3115799', '3142652', '3142655', '3093674', '3093673', '2702656', '3093672', '3129689', '2702657', '3142654', '3115801', '3129688', '3142656', '3093670']","[datetime.datetime(2025, 6, 14, 5, 0)]","[datetime.datetime(2025, 6, 15, 0, 0)]",2025-06-10 17:03:30.509187,nl,"Oorzaak : Braderie Oldtimerdag
Effect : Haltes Killesteijnstraat, Burg. Potstraat en NH Kerk vervallen.
Maatregelen : 
Lijn 90 stopt niet op deze halte tot 15 juni 02:00 uur door de Oldtimerdag. Stap in bij halte Nieuwe Rijksweg (halte lijn 388) of Lijsterbeslaan. Plan je reis: 9292.nl
","['Killesteijnstraat', 'Burg. Potstraat', 'NH Kerk', 'Nieuwe Rijksweg', 'Lijsterbeslaan']",[],"[('Killesteijnstraat', 'LOC'), ('Burg. Potstraat', 'LOC'), ('NH Kerk', 'LOC'), ('Nieuwe Rijksweg', 'LOC'), ('Lijsterbeslaan', 'LOC')]",neutral,0.647,wegwerkzaamheden
287230512,22:59:00,2025-06-09,0,127768,1.0,52.296607971191406,4.955580711364746,2.0,2,2025-06-09 21:02:56,3050030,4336,,,22:59:00,2025-06-09,172.0,172.0,172.0,172.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287230235,22:58:00,2025-06-09,0,127767,1.0,52.43134307861328,4.951224327087402,4.0,2,2025-06-09 21:02:41,3049066,4337,,,22:58:00,2025-06-09,-20.0,-20.0,20.0,20.0,,,,,,,,,,,,,,,,,,KV15:EBS:2025-06-04:9,EBS: Vanwege werkzaamheden is deze halte vervallen op dinsdag 10 juni van 09.00u tot 15.00u. Meer weten?  MeerPlus.nl,"EBS: Vanwege werkzaamheden is deze halte vervallen op dinsdag 10 juni van 09.00u tot 15.00u. Meer weten?  MeerPlus.nl
",1.0,8.0,"['3049682', '3049680', '3049683', '3049665', '3049681', '3049664']","[datetime.datetime(2025, 6, 6, 4, 0)]","[datetime.datetime(2025, 6, 10, 15, 0)]",2025-06-10 17:00:49.144606,nl,"EBS: Vanwege werkzaamheden is deze halte vervallen op dinsdag 10 juni van 09.00u tot 15.00u. Meer weten?  MeerPlus.nl
",[],[],"[('EBS', 'ORG'), ('MeerPlus.', 'ORG')]",neutral,0.714,Uncategorized (Noise)
287230303,22:30:00,2025-06-09,0,127777,0.0,52.471466064453125,5.031935214996338,30.0,2,2025-06-09 21:03:21,3049927,4344,,,22:30:00,2025-06-09,-182.0,20.0,182.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287230445,22:39:00,2025-06-09,0,127778,0.0,52.430973052978516,4.991575241088867,18.0,2,2025-06-09 21:03:17,3049068,4349,,,22:39:00,2025-06-09,88.0,105.0,88.0,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287230026,22:39:00,2025-06-09,0,127776,0.0,52.491886138916016,4.949228763580322,10.0,2,2025-06-09 21:03:21,3049544,4364,,,22:39:00,2025-06-09,-12.0,-12.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287230444,22:49:00,2025-06-09,0,127778,1.0,52.431941986083984,4.993845462799072,5.0,2,2025-06-09 21:03:03,3049069,4366,,,22:49:00,2025-06-09,31.0,31.0,31.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287230023,22:57:00,2025-06-09,0,127776,1.0,52.3910026550293,4.921741008758545,3.0,2,2025-06-09 21:03:14,3049943,4369,,,22:57:00,2025-06-09,49.0,72.0,49.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287230582,23:01:00,2025-06-09,0,127779,1.0,52.377845764160156,4.903697490692139,1.0,2,2025-06-09 21:02:57,3049945,4371,,,23:01:00,2025-06-09,,54.0,,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287230236,23:01:00,2025-06-09,0,127767,0.0,52.508934020996094,4.936730861663818,1.0,2,2025-06-09 21:03:04,3065680,4386,,,23:01:00,2025-06-09,,120.0,,120.0,,,,,,,,,,,,,,,,,,KV15:EBS:2025-06-04:9,EBS: Vanwege werkzaamheden is deze halte vervallen op dinsdag 10 juni van 09.00u tot 15.00u. Meer weten?  MeerPlus.nl,"EBS: Vanwege werkzaamheden is deze halte vervallen op dinsdag 10 juni van 09.00u tot 15.00u. Meer weten?  MeerPlus.nl
",1.0,8.0,"['3049682', '3049680', '3049683', '3049665', '3049681', '3049664']","[datetime.datetime(2025, 6, 6, 4, 0)]","[datetime.datetime(2025, 6, 10, 15, 0)]",2025-06-10 17:00:49.144606,nl,"EBS: Vanwege werkzaamheden is deze halte vervallen op dinsdag 10 juni van 09.00u tot 15.00u. Meer weten?  MeerPlus.nl
",[],[],"[('EBS', 'ORG'), ('MeerPlus.', 'ORG')]",neutral,0.714,Uncategorized (Noise)
287230708,23:01:00,2025-06-09,0,127770,1.0,52.39287185668945,4.912759780883789,1.0,2,2025-06-09 21:03:17,3049947,4387,,,23:01:00,2025-06-09,,37.0,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292792011,23:03:00,2025-06-09,0,105973,1.0,52.10989761352539,5.042403221130371,1.0,2,2025-06-09 21:03:19,2702231,4387,0.510919409181219,0.5109629455589537,23:03:00,2025-06-09,-109.0,15.0,109.0,15.0,KV15:QBUZZ:2025-05-28:8,U-OV: Op maandag 9 juni rijden bus en tram volgens een zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: u-ov.info,"U-OV: Op maandag 9 juni rijden bus en tram volgens een zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: u-ov.info
",1.0,8.0,,"[datetime.datetime(2025, 6, 6, 2, 0)]","[datetime.datetime(2025, 6, 10, 0, 0)]",2025-06-10 17:01:52.865991,nl,"U-OV: Op maandag 9 juni rijden bus en tram volgens een zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: u-ov.info
",[],[],[],neutral,0.853,Uncategorized (Noise),,,,,,,,,,,,,,,,,
287230376,22:57:00,2025-06-09,0,127766,1.0,52.43198776245117,4.9939188957214355,4.0,2,2025-06-09 21:03:08,3049069,4410,,,22:57:00,2025-06-09,-24.0,-24.0,24.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287229513,22:47:00,2025-06-09,0,127756,0.0,52.51201248168945,4.965601444244385,15.0,2,2025-06-09 21:03:05,3049635,4419,,,22:47:00,2025-06-09,-3.0,-3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287229954,22:59:00,2025-06-09,0,127761,0.0,52.42849349975586,4.913054466247559,7.0,2,2025-06-09 21:03:13,3049085,4435,,,22:59:00,2025-06-09,-111.0,-111.0,111.0,111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294791841,22:05:00,2025-06-09,0,122308,0.0,51.808284759521484,5.729809284210205,41.0,2,2025-06-09 21:03:22,2749114,4499,,,22:05:00,2025-06-09,241.0,261.0,241.0,261.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294791846,22:23:00,2025-06-09,0,122308,1.0,51.82082748413086,5.856250762939453,35.0,2,2025-06-09 21:03:11,2748333,4506,,,22:23:00,2025-06-09,190.0,251.0,190.0,251.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295565158,22:34:00,2025-06-09,0,130193,0.0,50.99407196044922,5.850285530090332,4.0,2,2025-06-09 21:02:59,3151828,451,,,22:34:00,2025-06-09,65.0,0.0,65.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295565226,22:52:00,2025-06-09,0,130194,1.0,50.939353942871094,5.873126029968262,4.0,2,2025-06-09 21:02:58,3151841,459,,,22:52:00,2025-06-09,30.0,58.0,30.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295565471,23:03:00,2025-06-09,0,130193,1.0,50.83803939819336,5.717316150665283,1.0,2,2025-06-09 21:03:19,3151817,460,,,23:03:00,2025-06-09,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292790669,22:37:00,2025-06-09,0,127548,0.0,52.08500671386719,5.1088032722473145,20.0,2,2025-06-09 21:03:10,2701542,4604,,,22:37:00,2025-06-09,-162.0,5.0,162.0,5.0,KV15:QBUZZ:2025-05-28:7,U-OV: Op maandag 9 juni rijden bus en tram volgens een zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: u-ov.info,"U-OV: Op maandag 9 juni rijden bus en tram volgens een zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: u-ov.info
",1.0,8.0,,"[datetime.datetime(2025, 6, 6, 2, 0)]","[datetime.datetime(2025, 6, 10, 0, 0)]",2025-06-10 17:01:52.126127,nl,"U-OV: Op maandag 9 juni rijden bus en tram volgens een zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: u-ov.info
",[],[],[],neutral,0.853,Uncategorized (Noise),KV15:QBUZZ:2025-05-28:68,"U-OV: Lijnen 1, 3, 6 en 7 stoppen op 10 juni van 20:00 uur tot einde dienst niet bij deze halte door werkzaamheden. Maak gebruik van halte Daalsesingel.","Oorzaak : Werkzaamheden Werkzaamheden
Effect : Haltes Vredenburg en Sint Jacobsstraat vervallen.
Maatregelen : 
U-OV: Lijnen 1, 3, 6 en 7 stoppen op 10 juni van 20:00 uur tot einde dienst niet bij deze halte door werkzaamheden. Maak gebruik van halte Daalsesingel.
",9.0,8.0,"['2701732', '2701635', '2701636']","[datetime.datetime(2025, 6, 10, 18, 0)]","[datetime.datetime(2025, 6, 11, 0, 0)]",2025-06-10 17:00:58.842692,nl,"Oorzaak : Werkzaamheden Werkzaamheden
Effect : Haltes Vredenburg en Sint Jacobsstraat vervallen.
Maatregelen : 
U-OV: Lijnen 1, 3, 6 en 7 stoppen op 10 juni van 20:00 uur tot einde dienst niet bij deze halte door werkzaamheden. Maak gebruik van halte Daalsesingel.
","['Vredenburg', 'Sint Jacobsstraat', 'Daalsesingel']",[],"[('Vredenburg', 'LOC'), ('Sint Jacobsstraat', 'LOC'), ('Daalsesingel', 'LOC')]",negative,0.497,Uncategorized (Noise)
292790669,22:37:00,2025-06-09,0,127548,0.0,52.08500671386719,5.1088032722473145,20.0,2,2025-06-09 21:03:10,2701542,4604,,,22:37:00,2025-06-09,-162.0,5.0,162.0,5.0,KV15:QBUZZ:2025-05-28:7,U-OV: Op maandag 9 juni rijden bus en tram volgens een zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: u-ov.info,"U-OV: Op maandag 9 juni rijden bus en tram volgens een zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: u-ov.info
",1.0,8.0,,"[datetime.datetime(2025, 6, 6, 2, 0)]","[datetime.datetime(2025, 6, 10, 0, 0)]",2025-06-10 17:01:52.126127,nl,"U-OV: Op maandag 9 juni rijden bus en tram volgens een zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: u-ov.info
",[],[],[],neutral,0.853,Uncategorized (Noise),KV15:QBUZZ:2025-05-28:69,"U-OV: Lijnen 1, 3, 6 en 7 stoppen op 11 juni van 20:00 uur tot einde dienst niet bij deze halte door werkzaamheden. Maak gebruik van halte Daalsesingel.","Oorzaak : Werkzaamheden Werkzaamheden
Effect : Haltes Vredenburg en Sint Jacobsstraat vervallen.
Maatregelen : 
U-OV: Lijnen 1, 3, 6 en 7 stoppen op 11 juni van 20:00 uur tot einde dienst niet bij deze halte door werkzaamheden. Maak gebruik van halte Daalsesingel.
",9.0,8.0,"['2701732', '2701635', '2701636']","[datetime.datetime(2025, 6, 10, 18, 0)]","[datetime.datetime(2025, 6, 11, 0, 0)]",2025-06-10 17:00:59.517227,nl,"Oorzaak : Werkzaamheden Werkzaamheden
Effect : Haltes Vredenburg en Sint Jacobsstraat vervallen.
Maatregelen : 
U-OV: Lijnen 1, 3, 6 en 7 stoppen op 11 juni van 20:00 uur tot einde dienst niet bij deze halte door werkzaamheden. Maak gebruik van halte Daalsesingel.
","['Vredenburg', 'Sint Jacobsstraat', 'Daalsesingel']",[],"[('Vredenburg', 'LOC'), ('Sint Jacobsstraat', 'LOC'), ('Daalsesingel', 'LOC')]",negative,0.499,Uncategorized (Noise)
295565229,22:48:00,2025-06-09,0,130194,0.0,50.91703796386719,5.896965980529785,5.0,2,2025-06-09 21:03:10,3151795,463,,,22:48:00,2025-06-09,120.0,150.0,120.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292799667,22:25:00,2025-06-09,0,106004,0.0,52.09636688232422,5.14524507522583,30.0,2,2025-06-09 21:03:11,2701591,4658,,,22:25:00,2025-06-09,-20.0,15.0,20.0,15.0,KV15:QBUZZ:2025-05-28:7,U-OV: Op maandag 9 juni rijden bus en tram volgens een zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: u-ov.info,"U-OV: Op maandag 9 juni rijden bus en tram volgens een zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: u-ov.info
",1.0,8.0,,"[datetime.datetime(2025, 6, 6, 2, 0)]","[datetime.datetime(2025, 6, 10, 0, 0)]",2025-06-10 17:01:52.126127,nl,"U-OV: Op maandag 9 juni rijden bus en tram volgens een zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: u-ov.info
",[],[],[],neutral,0.853,Uncategorized (Noise),KV15:QBUZZ:2025-05-28:13,"U-OV: lijnen 12, 28, 38, 73 en 428 stoppen van 4 juni 05:00 uur tot 7 juli 05:00 uur niet op deze halte door werkzaamheden. Stap in bij halte Koetsveldstraat.","Oorzaak : Werkzaamheden Werkzaamheden.
Effect : Halte Majellapark vervalt.
Maatregelen : 
U-OV: lijnen 12, 28, 38, 73 en 428 stoppen van 4 juni 05:00 uur tot 7 juli 05:00 uur niet op deze halte door werkzaamheden. Stap in bij halte Koetsveldstraat.
",9.0,8.0,"['2701602', '2701603']","[datetime.datetime(2025, 5, 28, 3, 0)]","[datetime.datetime(2025, 7, 7, 3, 0)]",2025-06-10 17:02:57.258522,nl,"Oorzaak : Werkzaamheden Werkzaamheden.
Effect : Halte Majellapark vervalt.
Maatregelen : 
U-OV: lijnen 12, 28, 38, 73 en 428 stoppen van 4 juni 05:00 uur tot 7 juli 05:00 uur niet op deze halte door werkzaamheden. Stap in bij halte Koetsveldstraat.
","['Majellapark', 'Koetsveldstraat']",[],"[('Majellapark', 'LOC'), ('Koetsveldstraat', 'LOC')]",neutral,0.578,Uncategorized (Noise)
292799668,22:55:00,2025-06-09,0,106004,0.0,52.11771011352539,5.04583215713501,12.0,2,2025-06-09 21:03:05,2702774,4662,,,22:55:00,2025-06-09,-58.0,-58.0,58.0,58.0,KV15:QBUZZ:2025-05-28:9,U-OV: Op maandag 9 juni rijden bus en tram volgens een zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: u-ov.info,"U-OV: Op maandag 9 juni rijden bus en tram volgens een zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: u-ov.info
",1.0,8.0,,"[datetime.datetime(2025, 6, 6, 2, 0)]","[datetime.datetime(2025, 6, 10, 0, 0)]",2025-06-10 17:01:50.677547,nl,"U-OV: Op maandag 9 juni rijden bus en tram volgens een zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: u-ov.info
",[],[],[],neutral,0.853,Uncategorized (Noise),KV15:QBUZZ:2025-05-28:13,"U-OV: lijnen 12, 28, 38, 73 en 428 stoppen van 4 juni 05:00 uur tot 7 juli 05:00 uur niet op deze halte door werkzaamheden. Stap in bij halte Koetsveldstraat.","Oorzaak : Werkzaamheden Werkzaamheden.
Effect : Halte Majellapark vervalt.
Maatregelen : 
U-OV: lijnen 12, 28, 38, 73 en 428 stoppen van 4 juni 05:00 uur tot 7 juli 05:00 uur niet op deze halte door werkzaamheden. Stap in bij halte Koetsveldstraat.
",9.0,8.0,"['2701602', '2701603']","[datetime.datetime(2025, 5, 28, 3, 0)]","[datetime.datetime(2025, 7, 7, 3, 0)]",2025-06-10 17:02:57.258522,nl,"Oorzaak : Werkzaamheden Werkzaamheden.
Effect : Halte Majellapark vervalt.
Maatregelen : 
U-OV: lijnen 12, 28, 38, 73 en 428 stoppen van 4 juni 05:00 uur tot 7 juli 05:00 uur niet op deze halte door werkzaamheden. Stap in bij halte Koetsveldstraat.
","['Majellapark', 'Koetsveldstraat']",[],"[('Majellapark', 'LOC'), ('Koetsveldstraat', 'LOC')]",neutral,0.578,Uncategorized (Noise)
292799877,22:56:00,2025-06-09,0,106004,1.0,52.100257873535156,5.2417826652526855,4.0,2,2025-06-09 21:02:58,2701924,4669,,,22:56:00,2025-06-09,178.0,178.0,178.0,178.0,KV15:QBUZZ:2025-05-28:7,U-OV: Op maandag 9 juni rijden bus en tram volgens een zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: u-ov.info,"U-OV: Op maandag 9 juni rijden bus en tram volgens een zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: u-ov.info
",1.0,8.0,,"[datetime.datetime(2025, 6, 6, 2, 0)]","[datetime.datetime(2025, 6, 10, 0, 0)]",2025-06-10 17:01:52.126127,nl,"U-OV: Op maandag 9 juni rijden bus en tram volgens een zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: u-ov.info
",[],[],[],neutral,0.853,Uncategorized (Noise),KV15:QBUZZ:2025-05-28:13,"U-OV: lijnen 12, 28, 38, 73 en 428 stoppen van 4 juni 05:00 uur tot 7 juli 05:00 uur niet op deze halte door werkzaamheden. Stap in bij halte Koetsveldstraat.","Oorzaak : Werkzaamheden Werkzaamheden.
Effect : Halte Majellapark vervalt.
Maatregelen : 
U-OV: lijnen 12, 28, 38, 73 en 428 stoppen van 4 juni 05:00 uur tot 7 juli 05:00 uur niet op deze halte door werkzaamheden. Stap in bij halte Koetsveldstraat.
",9.0,8.0,"['2701602', '2701603']","[datetime.datetime(2025, 5, 28, 3, 0)]","[datetime.datetime(2025, 7, 7, 3, 0)]",2025-06-10 17:02:57.258522,nl,"Oorzaak : Werkzaamheden Werkzaamheden.
Effect : Halte Majellapark vervalt.
Maatregelen : 
U-OV: lijnen 12, 28, 38, 73 en 428 stoppen van 4 juni 05:00 uur tot 7 juli 05:00 uur niet op deze halte door werkzaamheden. Stap in bij halte Koetsveldstraat.
","['Majellapark', 'Koetsveldstraat']",[],"[('Majellapark', 'LOC'), ('Koetsveldstraat', 'LOC')]",neutral,0.578,Uncategorized (Noise)
