trip_id,route_id,start_time,start_date,stop_id,arrival_delay,departure_delay,arrival_delay_abs,departure_delay_abs
292806272,106032,10:40:00,2025-06-10,2702982,,0.0,,0.0
292806590,106032,10:50:00,2025-06-10,2702857,,0.0,,0.0
292806575,106032,10:00:00,2025-06-10,2702857,,0.0,,0.0
292806260,106032,10:00:00,2025-06-10,2702982,,0.0,,0.0
292806579,106032,10:10:00,2025-06-10,2702857,,0.0,,0.0
292806264,106032,10:10:00,2025-06-10,2702982,,0.0,,0.0
295545848,127925,22:36:00,2025-06-09,3084304,-806.0,85.0,806.0,85.0
295545848,127925,22:36:00,2025-06-09,3084312,155.0,159.0,155.0,159.0
295545848,127925,22:36:00,2025-06-09,3084314,103.0,127.0,103.0,127.0
295545848,127925,22:36:00,2025-06-09,3084256,165.0,168.0,165.0,168.0
295545848,127925,22:36:00,2025-06-09,3084336,54.0,59.0,54.0,59.0
295545848,127925,22:36:00,2025-06-09,3084335,78.0,102.0,78.0,102.0
295545848,127925,22:36:00,2025-06-09,3084328,64.0,69.0,64.0,69.0
295545848,127925,22:36:00,2025-06-09,3084326,71.0,76.0,71.0,76.0
295545848,127925,22:36:00,2025-06-09,3084323,12.0,18.0,12.0,18.0
295545848,127925,22:36:00,2025-06-09,3084321,11.0,22.0,11.0,22.0
295545848,127925,22:36:00,2025-06-09,3084338,-56.0,0.0,56.0,0.0
295545848,127925,22:36:00,2025-06-09,3084446,-101.0,-29.0,101.0,29.0
295545848,127925,22:36:00,2025-06-09,3084444,-89.0,-84.0,89.0,84.0
295545848,127925,22:36:00,2025-06-09,3084566,-64.0,-23.0,64.0,23.0
295545848,127925,22:36:00,2025-06-09,3084565,-83.0,-79.0,83.0,79.0
295545848,127925,22:36:00,2025-06-09,3084556,-132.0,-127.0,132.0,127.0
295545848,127925,22:36:00,2025-06-09,3084559,-138.0,-131.0,138.0,131.0
295545848,127925,22:36:00,2025-06-09,3084552,-156.0,-151.0,156.0,151.0
295545848,127925,22:36:00,2025-06-09,3084560,-205.0,0.0,205.0,0.0
294595893,129967,22:41:45,2025-06-09,3140821,,0.0,,0.0
294595893,129967,22:41:45,2025-06-09,3140818,38.0,70.0,38.0,70.0
294595893,129967,22:41:45,2025-06-09,3140816,41.0,80.0,41.0,80.0
294595893,129967,22:41:45,2025-06-09,3140812,23.0,63.0,23.0,63.0
294595893,129967,22:41:45,2025-06-09,3140810,34.0,81.0,34.0,81.0
294595893,129967,22:41:45,2025-06-09,3140808,57.0,106.0,57.0,106.0
294595893,129967,22:41:45,2025-06-09,3140806,65.0,109.0,65.0,109.0
294595893,129967,22:41:45,2025-06-09,3140802,60.0,60.0,60.0,60.0
294595893,129967,22:41:45,2025-06-09,3140796,16.0,16.0,16.0,16.0
294595893,129967,22:41:45,2025-06-09,3140800,0.0,0.0,0.0,0.0
292806581,106032,10:20:00,2025-06-10,2702857,,0.0,,0.0
292806266,106032,10:20:00,2025-06-10,2702982,,0.0,,0.0
292806585,106032,10:30:00,2025-06-10,2702857,,0.0,,0.0
292806270,106032,10:30:00,2025-06-10,2702982,,0.0,,0.0
292806587,106032,10:40:00,2025-06-10,2702857,,0.0,,0.0
295545846,127925,22:34:00,2025-06-09,3084881,-503.0,67.0,503.0,67.0
295545846,127925,22:34:00,2025-06-09,3084856,-5.0,23.0,5.0,23.0
295545846,127925,22:34:00,2025-06-09,3084892,29.0,36.0,29.0,36.0
295545846,127925,22:34:00,2025-06-09,3084884,-35.0,-27.0,35.0,27.0
295545846,127925,22:34:00,2025-06-09,3084895,-85.0,9.0,85.0,9.0
295545846,127925,22:34:00,2025-06-09,3084968,6.0,12.0,6.0,12.0
295545846,127925,22:34:00,2025-06-09,3084966,33.0,41.0,33.0,41.0
295545846,127925,22:34:00,2025-06-09,3084970,43.0,48.0,43.0,48.0
295545846,127925,22:34:00,2025-06-09,3085027,27.0,31.0,27.0,31.0
295545846,127925,22:34:00,2025-06-09,3085090,-23.0,-18.0,23.0,18.0
295545846,127925,22:34:00,2025-06-09,3085086,-13.0,16.0,13.0,16.0
295545846,127925,22:34:00,2025-06-09,3085088,6.0,32.0,6.0,32.0
295545846,127925,22:34:00,2025-06-09,3085092,9.0,12.0,9.0,12.0
295545846,127925,22:34:00,2025-06-09,3084563,26.0,35.0,26.0,35.0
295545846,127925,22:34:00,2025-06-09,3084561,41.0,49.0,41.0,49.0
295545846,127925,22:34:00,2025-06-09,3084553,28.0,34.0,28.0,34.0
295545846,127925,22:34:00,2025-06-09,3084558,14.0,21.0,14.0,21.0
295545846,127925,22:34:00,2025-06-09,3084557,10.0,15.0,10.0,15.0
295545846,127925,22:34:00,2025-06-09,3084564,26.0,30.0,26.0,30.0
295545846,127925,22:34:00,2025-06-09,3084567,-9.0,-2.0,9.0,2.0
295545846,127925,22:34:00,2025-06-09,3084445,0.0,0.0,0.0,0.0
294312490,129865,06:10:00,2025-06-10,3145467,,0.0,,0.0
294312490,129865,06:10:00,2025-06-10,3145437,,,,
294312490,129865,06:10:00,2025-06-10,3145297,0.0,0.0,0.0,0.0
294312768,129865,06:48:00,2025-06-10,3145312,,0.0,,0.0
294312768,129865,06:48:00,2025-06-10,3145436,,,,
294312768,129865,06:48:00,2025-06-10,3145440,0.0,0.0,0.0,0.0
294312493,129865,06:47:00,2025-06-10,3145467,,0.0,,0.0
294312493,129865,06:47:00,2025-06-10,3145437,,,,
294312493,129865,06:47:00,2025-06-10,3145297,0.0,0.0,0.0,0.0
294312771,129865,07:15:00,2025-06-10,3145312,,0.0,,0.0
294312771,129865,07:15:00,2025-06-10,3145436,,,,
294312771,129865,07:15:00,2025-06-10,3145440,0.0,0.0,0.0,0.0
294312496,129865,07:16:00,2025-06-10,3145467,,0.0,,0.0
294312496,129865,07:16:00,2025-06-10,3145437,,,,
294312496,129865,07:16:00,2025-06-10,3145297,0.0,0.0,0.0,0.0
294312774,129865,07:43:00,2025-06-10,3145312,,0.0,,0.0
294312774,129865,07:43:00,2025-06-10,3145436,,,,
294312774,129865,07:43:00,2025-06-10,3145440,0.0,0.0,0.0,0.0
292806288,106032,11:30:00,2025-06-10,2702982,,0.0,,0.0
294312499,129865,07:43:00,2025-06-10,3145467,,0.0,,0.0
294312499,129865,07:43:00,2025-06-10,3145437,,,,
294312499,129865,07:43:00,2025-06-10,3145297,0.0,0.0,0.0,0.0
292806605,106032,11:40:00,2025-06-10,2702857,,0.0,,0.0
292806290,106032,11:40:00,2025-06-10,2702982,,0.0,,0.0
292806275,106032,10:50:00,2025-06-10,2702982,,0.0,,0.0
292806593,106032,11:00:00,2025-06-10,2702857,,0.0,,0.0
292806278,106032,11:00:00,2025-06-10,2702982,,0.0,,0.0
292806597,106032,11:10:00,2025-06-10,2702857,,0.0,,0.0
292806282,106032,11:10:00,2025-06-10,2702982,,0.0,,0.0
292806599,106032,11:20:00,2025-06-10,2702857,,0.0,,0.0
292806284,106032,11:20:00,2025-06-10,2702982,,0.0,,0.0
294595947,129967,22:33:30,2025-06-09,3140687,-336.0,16.0,336.0,16.0
294595947,129967,22:33:30,2025-06-09,3140685,-14.0,35.0,14.0,35.0
294595947,129967,22:33:30,2025-06-09,3140683,-23.0,21.0,23.0,21.0
294595947,129967,22:33:30,2025-06-09,3140681,-23.0,17.0,23.0,17.0
294595947,129967,22:33:30,2025-06-09,3140703,-22.0,26.0,22.0,26.0
294595947,129967,22:33:30,2025-06-09,3140679,-29.0,17.0,29.0,17.0
294595947,129967,22:33:30,2025-06-09,3140677,-35.0,23.0,35.0,23.0
294595947,129967,22:33:30,2025-06-09,3140675,-23.0,20.0,23.0,20.0
294595947,129967,22:33:30,2025-06-09,3140673,-32.0,27.0,32.0,27.0
294595947,129967,22:33:30,2025-06-09,3140797,-36.0,14.0,36.0,14.0
294595947,129967,22:33:30,2025-06-09,3140799,-16.0,25.0,16.0,25.0
294595947,129967,22:33:30,2025-06-09,3140795,-9.0,28.0,9.0,28.0
294595947,129967,22:33:30,2025-06-09,3140801,-9.0,26.0,9.0,26.0
294595947,129967,22:33:30,2025-06-09,3140803,-15.0,19.0,15.0,19.0
294595947,129967,22:33:30,2025-06-09,3140805,-8.0,30.0,8.0,30.0
294595947,129967,22:33:30,2025-06-09,3140807,5.0,5.0,5.0,5.0
294595947,129967,22:33:30,2025-06-09,3140809,0.0,0.0,0.0,0.0
292806603,106032,11:30:00,2025-06-10,2702857,,0.0,,0.0
294595950,129967,23:03:30,2025-06-09,3140687,-295.0,0.0,295.0,0.0
294595891,129967,22:11:45,2025-06-09,3140821,,0.0,,0.0
294595891,129967,22:11:45,2025-06-09,3140820,34.0,82.0,34.0,82.0
294595891,129967,22:11:45,2025-06-09,3140818,57.0,96.0,57.0,96.0
294595891,129967,22:11:45,2025-06-09,3140816,63.0,108.0,63.0,108.0
294595891,129967,22:11:45,2025-06-09,3140814,55.0,86.0,55.0,86.0
294595891,129967,22:11:45,2025-06-09,3140812,51.0,93.0,51.0,93.0
294595891,129967,22:11:45,2025-06-09,3140810,63.0,106.0,63.0,106.0
294595891,129967,22:11:45,2025-06-09,3140808,68.0,113.0,68.0,113.0
294595891,129967,22:11:45,2025-06-09,3140806,64.0,106.0,64.0,106.0
294595891,129967,22:11:45,2025-06-09,3140804,68.0,108.0,68.0,108.0
294595891,129967,22:11:45,2025-06-09,3140802,66.0,96.0,66.0,96.0
294595891,129967,22:11:45,2025-06-09,3140796,54.0,94.0,54.0,94.0
294595891,129967,22:11:45,2025-06-09,3140800,45.0,80.0,45.0,80.0
294595891,129967,22:11:45,2025-06-09,3140798,44.0,98.0,44.0,98.0
294595891,129967,22:11:45,2025-06-09,3140672,29.0,87.0,29.0,87.0
294595891,129967,22:11:45,2025-06-09,3140674,47.0,96.0,47.0,96.0
294595891,129967,22:11:45,2025-06-09,3140676,44.0,96.0,44.0,96.0
294595891,129967,22:11:45,2025-06-09,3140678,56.0,99.0,56.0,99.0
294595891,129967,22:11:45,2025-06-09,3140704,51.0,96.0,51.0,96.0
294595891,129967,22:11:45,2025-06-09,3140680,44.0,100.0,44.0,100.0
294595891,129967,22:11:45,2025-06-09,3140682,60.0,110.0,60.0,110.0
294595891,129967,22:11:45,2025-06-09,3140684,48.0,101.0,48.0,101.0
292809928,106034,,2025-06-09,2702534,,0.0,,0.0
293867300,122451,23:03:00,2025-06-09,2749436,0.0,14.0,0.0,14.0
293867300,122451,23:03:00,2025-06-09,2749474,0.0,0.0,0.0,0.0
294208804,119977,08:05:00,2025-06-10,,,,,
292806302,106032,12:20:00,2025-06-10,2702982,,0.0,,0.0
292806621,106032,12:30:00,2025-06-10,2702857,,0.0,,0.0
292806306,106032,12:30:00,2025-06-10,2702982,,0.0,,0.0
292806623,106032,12:40:00,2025-06-10,2702857,,0.0,,0.0
292806609,106032,11:50:00,2025-06-10,2702857,,0.0,,0.0
293867297,122451,22:49:00,2025-06-09,2745631,,33.0,,33.0
293867297,122451,22:49:00,2025-06-09,2749584,52.0,52.0,52.0,52.0
293867297,122451,22:49:00,2025-06-09,2749658,33.0,33.0,33.0,33.0
293867297,122451,22:49:00,2025-06-09,2749609,64.0,64.0,64.0,64.0
293867297,122451,22:49:00,2025-06-09,2749611,39.0,39.0,39.0,39.0
293867297,122451,22:49:00,2025-06-09,2749607,19.0,19.0,19.0,19.0
293867297,122451,22:49:00,2025-06-09,2749612,18.0,18.0,18.0,18.0
293867297,122451,22:49:00,2025-06-09,2749615,52.0,69.0,52.0,69.0
293867297,122451,22:49:00,2025-06-09,2749616,71.0,96.0,71.0,96.0
293867297,122451,22:49:00,2025-06-09,2749618,77.0,77.0,77.0,77.0
293867297,122451,22:49:00,2025-06-09,2749621,72.0,89.0,72.0,89.0
293867297,122451,22:49:00,2025-06-09,2749623,86.0,86.0,86.0,86.0
293867297,122451,22:49:00,2025-06-09,2749626,41.0,41.0,41.0,41.0
293867297,122451,22:49:00,2025-06-09,2749628,31.0,31.0,31.0,31.0
293867297,122451,22:49:00,2025-06-09,2749427,0.0,0.0,0.0,0.0
292806294,106032,11:50:00,2025-06-10,2702982,,0.0,,0.0
292806611,106032,12:00:00,2025-06-10,2702857,,0.0,,0.0
292806296,106032,12:00:00,2025-06-10,2702982,,0.0,,0.0
293867298,122451,22:33:00,2025-06-09,2749436,,46.0,,46.0
293867298,122451,22:33:00,2025-06-09,2749474,40.0,40.0,40.0,40.0
293867298,122451,22:33:00,2025-06-09,2749476,-6.0,-6.0,6.0,6.0
293867298,122451,22:33:00,2025-06-09,2749478,-30.0,-30.0,30.0,30.0
293867298,122451,22:33:00,2025-06-09,2749472,-4.0,-4.0,4.0,4.0
293867298,122451,22:33:00,2025-06-09,2749457,12.0,12.0,12.0,12.0
293867298,122451,22:33:00,2025-06-09,2749458,7.0,48.0,7.0,48.0
293867298,122451,22:33:00,2025-06-09,2749459,25.0,41.0,25.0,41.0
293867298,122451,22:33:00,2025-06-09,2749461,43.0,43.0,43.0,43.0
293867298,122451,22:33:00,2025-06-09,2749463,61.0,61.0,61.0,61.0
293867298,122451,22:33:00,2025-06-09,2749465,77.0,77.0,77.0,77.0
293867298,122451,22:33:00,2025-06-09,2749467,52.0,52.0,52.0,52.0
293867298,122451,22:33:00,2025-06-09,2749432,-5.0,-5.0,5.0,5.0
293867298,122451,22:33:00,2025-06-09,2749455,-38.0,-38.0,38.0,38.0
293867298,122451,22:33:00,2025-06-09,2749456,-122.0,-122.0,122.0,122.0
293867298,122451,22:33:00,2025-06-09,2749427,-176.0,-130.0,176.0,130.0
293867298,122451,22:33:00,2025-06-09,2749433,-190.0,42.0,190.0,42.0
293867298,122451,22:33:00,2025-06-09,2749608,37.0,37.0,37.0,37.0
293867298,122451,22:33:00,2025-06-09,2749610,27.0,27.0,27.0,27.0
293867298,122451,22:33:00,2025-06-09,2749613,28.0,28.0,28.0,28.0
293867298,122451,22:33:00,2025-06-09,2749614,6.0,6.0,6.0,6.0
293867298,122451,22:33:00,2025-06-09,2749617,9.0,9.0,9.0,9.0
293867298,122451,22:33:00,2025-06-09,2749619,-14.0,-14.0,14.0,14.0
293867298,122451,22:33:00,2025-06-09,2749620,-17.0,-17.0,17.0,17.0
293867298,122451,22:33:00,2025-06-09,2749622,0.0,0.0,0.0,0.0
292806614,106032,12:10:00,2025-06-10,2702857,,0.0,,0.0
292806300,106032,12:10:00,2025-06-10,2702982,,0.0,,0.0
292806617,106032,12:20:00,2025-06-10,2702857,,0.0,,0.0
293867295,122451,22:19:00,2025-06-09,2745631,,31.0,,31.0
293867295,122451,22:19:00,2025-06-09,2749584,92.0,92.0,92.0,92.0
293867295,122451,22:19:00,2025-06-09,2749658,83.0,83.0,83.0,83.0
293867295,122451,22:19:00,2025-06-09,2749609,122.0,122.0,122.0,122.0
293867295,122451,22:19:00,2025-06-09,2749611,109.0,109.0,109.0,109.0
293867295,122451,22:19:00,2025-06-09,2749607,87.0,87.0,87.0,87.0
293867295,122451,22:19:00,2025-06-09,2749612,91.0,91.0,91.0,91.0
293867295,122451,22:19:00,2025-06-09,2749615,123.0,123.0,123.0,123.0
293867295,122451,22:19:00,2025-06-09,2749616,122.0,122.0,122.0,122.0
293867295,122451,22:19:00,2025-06-09,2749618,109.0,109.0,109.0,109.0
293867295,122451,22:19:00,2025-06-09,2749621,105.0,105.0,105.0,105.0
293867295,122451,22:19:00,2025-06-09,2749623,103.0,126.0,103.0,126.0
293867295,122451,22:19:00,2025-06-09,2749626,100.0,100.0,100.0,100.0
293867295,122451,22:19:00,2025-06-09,2749628,92.0,92.0,92.0,92.0
293867295,122451,22:19:00,2025-06-09,2749427,60.0,60.0,60.0,60.0
293867295,122451,22:19:00,2025-06-09,2749428,98.0,48.0,98.0,48.0
293867295,122451,22:19:00,2025-06-09,2749447,106.0,130.0,106.0,130.0
293867295,122451,22:19:00,2025-06-09,2749448,114.0,145.0,114.0,145.0
293867295,122451,22:19:00,2025-06-09,2749460,124.0,145.0,124.0,145.0
293867295,122451,22:19:00,2025-06-09,2749462,143.0,143.0,143.0,143.0
293867295,122451,22:19:00,2025-06-09,2749464,135.0,135.0,135.0,135.0
293867295,122451,22:19:00,2025-06-09,2749466,128.0,128.0,128.0,128.0
293867295,122451,22:19:00,2025-06-09,2749468,104.0,104.0,104.0,104.0
293867295,122451,22:19:00,2025-06-09,2749469,130.0,147.0,130.0,147.0
293867295,122451,22:19:00,2025-06-09,2749470,125.0,146.0,125.0,146.0
293867295,122451,22:19:00,2025-06-09,2749471,144.0,168.0,144.0,168.0
293867295,122451,22:19:00,2025-06-09,2749473,111.0,111.0,111.0,111.0
293867295,122451,22:19:00,2025-06-09,2749477,91.0,91.0,91.0,91.0
293867295,122451,22:19:00,2025-06-09,2749479,68.0,68.0,68.0,68.0
293867295,122451,22:19:00,2025-06-09,2749475,189.0,189.0,189.0,189.0
293867295,122451,22:19:00,2025-06-09,2749437,129.0,129.0,129.0,129.0
292812283,106034,,2025-06-09,2702534,,0.0,,0.0
292811577,106034,,2025-06-09,2702534,,0.0,,0.0
292809274,106034,,2025-06-09,2702534,,0.0,,0.0
292808948,106034,,2025-06-09,2702534,,0.0,,0.0
294209189,119977,08:23:00,2025-06-10,,,,,
292811580,106034,,2025-06-09,2702534,,0.0,,0.0
292806318,106032,13:10:00,2025-06-10,2702982,,0.0,,0.0
292806635,106032,13:20:00,2025-06-10,2702857,,0.0,,0.0
292806320,106032,13:20:00,2025-06-10,2702982,,0.0,,0.0
292806638,106032,13:30:00,2025-06-10,2702857,,0.0,,0.0
292806323,106032,13:30:00,2025-06-10,2702982,,0.0,,0.0
292806308,106032,12:40:00,2025-06-10,2702982,,0.0,,0.0
294164882,118079,22:17:00,2025-06-09,3142529,,52.0,,52.0
294164882,118079,22:17:00,2025-06-09,3142525,85.0,85.0,85.0,85.0
294164882,118079,22:17:00,2025-06-09,2904183,49.0,49.0,49.0,49.0
294164882,118079,22:17:00,2025-06-09,2904185,64.0,94.0,64.0,94.0
294164882,118079,22:17:00,2025-06-09,2904197,69.0,69.0,69.0,69.0
294164882,118079,22:17:00,2025-06-09,2904199,36.0,53.0,36.0,53.0
294164882,118079,22:17:00,2025-06-09,2904195,64.0,91.0,64.0,91.0
294164882,118079,22:17:00,2025-06-09,2904201,71.0,71.0,71.0,71.0
294164882,118079,22:17:00,2025-06-09,2904203,92.0,104.0,92.0,104.0
294164882,118079,22:17:00,2025-06-09,2904214,91.0,91.0,91.0,91.0
294164882,118079,22:17:00,2025-06-09,2904211,28.0,28.0,28.0,28.0
294164882,118079,22:17:00,2025-06-09,2904209,36.0,134.0,36.0,134.0
294164882,118079,22:17:00,2025-06-09,2904243,137.0,137.0,137.0,137.0
294164882,118079,22:17:00,2025-06-09,2904247,117.0,117.0,117.0,117.0
294164882,118079,22:17:00,2025-06-09,2904248,101.0,101.0,101.0,101.0
294164882,118079,22:17:00,2025-06-09,2904563,191.0,191.0,191.0,191.0
294164882,118079,22:17:00,2025-06-09,2904522,155.0,155.0,155.0,155.0
294164882,118079,22:17:00,2025-06-09,2904556,150.0,150.0,150.0,150.0
294164882,118079,22:17:00,2025-06-09,2904557,115.0,131.0,115.0,131.0
294164882,118079,22:17:00,2025-06-09,2904559,146.0,146.0,146.0,146.0
294164882,118079,22:17:00,2025-06-09,2904567,138.0,138.0,138.0,138.0
294164882,118079,22:17:00,2025-06-09,2904561,112.0,112.0,112.0,112.0
294164882,118079,22:17:00,2025-06-09,2904778,99.0,99.0,99.0,99.0
294164882,118079,22:17:00,2025-06-09,2904918,105.0,105.0,105.0,105.0
294164882,118079,22:17:00,2025-06-09,2904921,88.0,88.0,88.0,88.0
294164882,118079,22:17:00,2025-06-09,2904923,63.0,63.0,63.0,63.0
294164882,118079,22:17:00,2025-06-09,2904950,74.0,95.0,74.0,95.0
294164882,118079,22:17:00,2025-06-09,2904929,115.0,115.0,115.0,115.0
294164882,118079,22:17:00,2025-06-09,2904931,97.0,97.0,97.0,97.0
294164882,118079,22:17:00,2025-06-09,2904933,102.0,102.0,102.0,102.0
294164882,118079,22:17:00,2025-06-09,2904934,79.0,79.0,79.0,79.0
294164882,118079,22:17:00,2025-06-09,2904917,0.0,0.0,0.0,0.0
292806627,106032,12:50:00,2025-06-10,2702857,,0.0,,0.0
294164805,118079,22:24:00,2025-06-09,2904935,,10.0,,10.0
294164805,118079,22:24:00,2025-06-09,2904919,-6.0,-6.0,6.0,6.0
294164805,118079,22:24:00,2025-06-09,2904920,-17.0,-17.0,17.0,17.0
294164805,118079,22:24:00,2025-06-09,2904922,18.0,18.0,18.0,18.0
294164805,118079,22:24:00,2025-06-09,2904924,-2.0,-2.0,2.0,2.0
294164805,118079,22:24:00,2025-06-09,2904928,6.0,6.0,6.0,6.0
294164805,118079,22:24:00,2025-06-09,2904930,10.0,10.0,10.0,10.0
294164805,118079,22:24:00,2025-06-09,2904932,5.0,5.0,5.0,5.0
294164805,118079,22:24:00,2025-06-09,2904768,-37.0,-37.0,37.0,37.0
294164805,118079,22:24:00,2025-06-09,2904779,-46.0,-46.0,46.0,46.0
294164805,118079,22:24:00,2025-06-09,2904555,-83.0,-83.0,83.0,83.0
294164805,118079,22:24:00,2025-06-09,2904566,-61.0,-61.0,61.0,61.0
294164805,118079,22:24:00,2025-06-09,2904558,-84.0,-84.0,84.0,84.0
294164805,118079,22:24:00,2025-06-09,2904560,-112.0,-102.0,112.0,102.0
294164805,118079,22:24:00,2025-06-09,2904523,-125.0,12.0,125.0,12.0
294164805,118079,22:24:00,2025-06-09,2904564,-10.0,-10.0,10.0,10.0
294164805,118079,22:24:00,2025-06-09,2904245,-113.0,-113.0,113.0,113.0
294164805,118079,22:24:00,2025-06-09,2904246,-118.0,-118.0,118.0,118.0
294164805,118079,22:24:00,2025-06-09,3142535,-157.0,-157.0,157.0,157.0
294164805,118079,22:24:00,2025-06-09,2904210,-164.0,-141.0,164.0,141.0
294164805,118079,22:24:00,2025-06-09,2904206,-149.0,8.0,149.0,8.0
294164805,118079,22:24:00,2025-06-09,2904212,0.0,0.0,0.0,0.0
294164805,118079,22:24:00,2025-06-09,2904198,-37.0,-37.0,37.0,37.0
294164805,118079,22:24:00,2025-06-09,2904204,-41.0,-41.0,41.0,41.0
294164805,118079,22:24:00,2025-06-09,2904202,-71.0,-71.0,71.0,71.0
294164805,118079,22:24:00,2025-06-09,2904196,-63.0,-63.0,63.0,63.0
294164805,118079,22:24:00,2025-06-09,2904200,-108.0,-108.0,108.0,108.0
294164805,118079,22:24:00,2025-06-09,2904187,-102.0,-102.0,102.0,102.0
294164805,118079,22:24:00,2025-06-09,2904186,-126.0,-126.0,126.0,126.0
294164805,118079,22:24:00,2025-06-09,3142526,-77.0,-77.0,77.0,77.0
294164805,118079,22:24:00,2025-06-09,3142527,-37.0,-37.0,37.0,37.0
292806312,106032,12:50:00,2025-06-10,2702982,,0.0,,0.0
292806629,106032,13:00:00,2025-06-10,2702857,,0.0,,0.0
292806314,106032,13:00:00,2025-06-10,2702982,,0.0,,0.0
294595955,129967,22:18:30,2025-06-09,3140687,-279.0,10.0,279.0,10.0
294595955,129967,22:18:30,2025-06-09,3140685,-24.0,29.0,24.0,29.0
294595955,129967,22:18:30,2025-06-09,3140683,-31.0,15.0,31.0,15.0
294595955,129967,22:18:30,2025-06-09,3140681,-33.0,14.0,33.0,14.0
294595955,129967,22:18:30,2025-06-09,3140703,-27.0,22.0,27.0,22.0
294595955,129967,22:18:30,2025-06-09,3140679,-33.0,19.0,33.0,19.0
294595955,129967,22:18:30,2025-06-09,3140677,-31.0,26.0,31.0,26.0
294595955,129967,22:18:30,2025-06-09,3140675,-26.0,21.0,26.0,21.0
294595955,129967,22:18:30,2025-06-09,3140673,-26.0,28.0,26.0,28.0
294595955,129967,22:18:30,2025-06-09,3140797,-29.0,23.0,29.0,23.0
294595955,129967,22:18:30,2025-06-09,3140799,-17.0,23.0,17.0,23.0
294595955,129967,22:18:30,2025-06-09,3140795,-9.0,27.0,9.0,27.0
294595955,129967,22:18:30,2025-06-09,3140801,-9.0,22.0,9.0,22.0
294595955,129967,22:18:30,2025-06-09,3140803,-17.0,19.0,17.0,19.0
294595955,129967,22:18:30,2025-06-09,3140805,-12.0,36.0,12.0,36.0
294595955,129967,22:18:30,2025-06-09,3140807,15.0,45.0,15.0,45.0
294595955,129967,22:18:30,2025-06-09,3140809,21.0,53.0,21.0,53.0
294595955,129967,22:18:30,2025-06-09,3140811,25.0,59.0,25.0,59.0
294595955,129967,22:18:30,2025-06-09,3140813,25.0,52.0,25.0,52.0
294595955,129967,22:18:30,2025-06-09,3140815,16.0,47.0,16.0,47.0
294595955,129967,22:18:30,2025-06-09,3140817,9.0,42.0,9.0,42.0
294595955,129967,22:18:30,2025-06-09,3140819,4.0,38.0,4.0,38.0
292806633,106032,13:10:00,2025-06-10,2702857,,0.0,,0.0
292808951,106034,,2025-06-09,2702534,,0.0,,0.0
292812286,106034,,2025-06-09,2702534,,0.0,,0.0
292810578,106034,,2025-06-09,2702534,,0.0,,0.0
292809277,106034,,2025-06-09,2702534,,0.0,,0.0
292809930,106034,,2025-06-09,2702534,,0.0,,0.0
292806208,106032,06:30:00,2025-06-10,2702982,,0.0,,0.0
292806524,106032,06:40:00,2025-06-10,2702857,,0.0,,0.0
292806209,106032,06:40:00,2025-06-10,2702982,,0.0,,0.0
292806525,106032,06:50:00,2025-06-10,2702857,,0.0,,0.0
292806210,106032,06:50:00,2025-06-10,2702982,,0.0,,0.0
295046700,91897,22:20:00,2025-06-09,3153399,0.0,3.0,0.0,3.0
295046700,91897,22:20:00,2025-06-09,3153495,128.0,122.0,128.0,122.0
295046700,91897,22:20:00,2025-06-09,3151993,81.0,81.0,81.0,81.0
295046700,91897,22:20:00,2025-06-09,3152716,83.0,83.0,83.0,83.0
295046700,91897,22:20:00,2025-06-09,3152579,57.0,57.0,57.0,57.0
295046700,91897,22:20:00,2025-06-09,3152350,54.0,54.0,54.0,54.0
295046700,91897,22:20:00,2025-06-09,3153530,64.0,71.0,64.0,71.0
295046700,91897,22:20:00,2025-06-09,3152347,144.0,153.0,144.0,153.0
295046700,91897,22:20:00,2025-06-09,3152473,172.0,154.0,172.0,154.0
295046700,91897,22:20:00,2025-06-09,3152271,18.0,0.0,18.0,0.0
295046700,91897,22:20:00,2025-06-09,3152300,,,,
295046700,91897,22:20:00,2025-06-09,3153081,,,,
295046700,91897,22:20:00,2025-06-09,3153331,,,,
295046700,91897,22:20:00,2025-06-09,3152356,,,,
295046700,91897,22:20:00,2025-06-09,3153011,,,,
295046700,91897,22:20:00,2025-06-09,3152239,,,,
295046700,91897,22:20:00,2025-06-09,3153558,,,,
295046700,91897,22:20:00,2025-06-09,3153276,,,,
295046700,91897,22:20:00,2025-06-09,3153455,,,,
292806527,106032,07:00:00,2025-06-10,2702857,,0.0,,0.0
292806212,106032,07:00:00,2025-06-10,2702982,,0.0,,0.0
292806529,106032,07:10:00,2025-06-10,2702857,,0.0,,0.0
292806214,106032,07:10:00,2025-06-10,2702982,,0.0,,0.0
292806531,106032,07:20:00,2025-06-10,2702857,,0.0,,0.0
292810581,106034,,2025-06-09,2702534,,0.0,,0.0
292809279,106034,,2025-06-09,2702534,,0.0,,0.0
292806216,106032,07:20:00,2025-06-10,2702982,,0.0,,0.0
294595875,129967,22:56:45,2025-06-09,3140821,,0.0,,0.0
294595875,129967,22:56:45,2025-06-09,3140820,-5.0,27.0,5.0,27.0
294595875,129967,22:56:45,2025-06-09,3140818,0.0,31.0,0.0,31.0
294595875,129967,22:56:45,2025-06-09,3140816,-7.0,0.0,7.0,0.0
292806533,106032,07:30:00,2025-06-10,2702857,,0.0,,0.0
294595933,129967,22:03:30,2025-06-09,3140687,-337.0,59.0,337.0,59.0
294595933,129967,22:03:30,2025-06-09,3140685,25.0,73.0,25.0,73.0
